number,timestamp,gas_limit,gas_used,base_fee_per_gas,gas_free15,gas_free,gas_free15_sum,gas_free30_sum,base_fee15_per_gas,base_fee30_per_gas,gas_used15,gas_used30
15975708,"2022-11-15 13:22:59 UTC",30000000,15739379,12057805535,0,14260621,23732292356,153000614044,,,15739379,30000000
15975709,"2022-11-15 13:23:11 UTC",30000000,17503137,12132099603,0,12496863,23732292356,152986353423,,,17503137,30000000
15975710,"2022-11-15 13:23:23 UTC",30000000,19557238,12385168831,0,10442762,23732292356,152973856560,,,19557238,30000000
15975711,"2022-11-15 13:23:35 UTC",30000000,10961765,12855520181,4038235,19038235,23732292356,152963413798,,,15000000,30000000
15975712,"2022-11-15 13:23:47 UTC",30000000,29032436,12422906752,0,967564,23728254121,152944375563,,,29032436,30000000
15975713,"2022-11-15 13:23:59 UTC",30000000,13139849,13875603784,1860151,16860151,23728254121,152943407999,,,15000000,30000000
15975714,"2022-11-15 13:24:11 UTC",30000000,14078297,13660514466,921703,15921703,23726393970,152926547848,,,15000000,30000000
15975715,"2022-11-15 13:24:23 UTC",30000000,10288176,13555589990,4711824,19711824,23725472267,152910626145,,,15000000,30000000
15975716,"2022-11-15 13:24:47 UTC",30000000,23216658,13023327038,0,6783342,23720760443,152890914321,,,23216658,30000000
15975717,"2022-11-15 13:24:59 UTC",30000000,11944936,13915062240,3055064,18055064,23720760443,152884130979,,,15000000,30000000
15975718,"2022-11-15 13:25:11 UTC",30000000,12783247,13560800526,2216753,17216753,23717705379,152866075915,,,15000000,30000000
15975719,"2022-11-15 13:25:23 UTC",30000000,10931120,13310292649,4068880,19068880,23715488626,152848859162,,,15000000,30000000
15975720,"2022-11-15 13:25:47 UTC",29970705,28817129,12858976120,0,1153576,23711419746,152829790282,,,28817129,30000000
15975721,"2022-11-15 13:25:59 UTC",29999972,16165413,14342612358,0,13834559,23711419746,152828636706,,,16165413,30000000
15975722,"2022-11-15 13:26:11 UTC",30000000,18924624,14481906385,0,11075376,23711419746,152814802147,,,18924624,30000000
15975723,"2022-11-15 13:26:23 UTC",30000000,10495075,14955540029,4504925,19504925,23711419746,152803726771,,,15000000,30000000
15975724,"2022-11-15 13:26:35 UTC",30000000,15637899,14394093478,0,14362101,23706914821,152784221846,,,15637899,30000000
15975725,"2022-11-15 13:26:47 UTC",30000000,12819928,14470609959,2180072,17180072,23706914821,152769859745,,,15000000,30000000
15975726,"2022-11-15 13:26:59 UTC",30000000,11481566,14207718530,3518434,18518434,23704734749,152752679673,,,15000000,30000000
15975727,"2022-11-15 13:27:11 UTC",30000000,14244322,13791144198,755678,15755678,23701216315,152734161239,,,15000000,30000000
15975728,"2022-11-15 13:27:23 UTC",30000000,9184039,13704296996,5815961,20815961,23700460637,152718405561,,,15000000,30000000
15975729,"2022-11-15 13:27:35 UTC",30000000,5465850,13040099856,9534150,24534150,23694644676,152697589600,,,15000000,30000000
15975730,"2022-11-15 13:27:47 UTC",30000000,24912398,12004047623,0,5087602,23685110526,152673055450,,,24912398,30000000
15975731,"2022-11-15 13:27:59 UTC",30000000,12712264,12995621770,2287736,17287736,23685110526,152667967848,,,15000000,30000000
15975732,"2022-11-15 13:28:11 UTC",30000000,12882876,12747867172,2117124,17117124,23682822790,152650680112,,,15000000,30000000
15975733,"2022-11-15 13:28:23 UTC",30000000,25096789,12522960376,0,4903211,23680705666,152633562988,,,25096789,30000000
15975734,"2022-11-15 13:28:35 UTC",30000000,23114923,13576641114,0,6885077,23680705666,152628659777,,,23114923,30000000
15975735,"2022-11-15 13:28:47 UTC",30000000,9985411,14494752757,5014589,20014589,23680705666,152621774700,,,15000000,30000000
15975736,"2022-11-15 13:28:59 UTC",30000000,12496311,13889042526,2503689,17503689,23675691077,152601760111,,,15000000,30000000
15975737,"2022-11-15 13:29:11 UTC",30000000,13703615,13599260502,1296385,16296385,23673187388,152584256422,,,15000000,30000000
15975738,"2022-11-15 13:29:23 UTC",30000000,11136854,13452344858,3863146,18863146,23671891003,152567960037,,,15000000,30000000
15975739,"2022-11-15 13:29:35 UTC",30000000,14266924,13019275090,733076,15733076,23668027857,152549096891,,,15000000,30000000
15975740,"2022-11-15 13:29:47 UTC",30000000,10752337,12939740773,4247663,19247663,23667294781,152533363815,,,15000000,30000000
15975741,"2022-11-15 13:29:59 UTC",30000000,20150779,12481710289,0,9849221,23663047118,152514116152,,,20150779,30000000
15975742,"2022-11-15 13:30:11 UTC",30000000,29955853,13017464716,0,44147,23663047118,152504266931,,,29955853,30000000
15975743,"2022-11-15 13:30:23 UTC",30000000,24981237,14639858788,0,5018763,23663047118,152504222784,,,24981237,30000000
15975744,"2022-11-15 13:30:35 UTC",30000000,27817784,15857557956,0,2182216,23663047118,152499204021,,,27817784,30000000
15975745,"2022-11-15 13:30:47 UTC",30000000,27638537,17551380894,0,2361463,23663047118,152497021805,,,27638537,30000000
15975746,"2022-11-15 13:30:59 UTC",30000000,17197990,19399912367,0,12802010,23663047118,152494660342,,,17197990,30000000
15975747,"2022-11-15 13:31:11 UTC",30000000,23198005,19755252478,0,6801995,23663047118,152481858332,,,23198005,30000000
15975748,"2022-11-15 13:31:23 UTC",30000000,16855275,21104866299,0,13144725,23663047118,152475056337,,,16855275,30000000
15975749,"2022-11-15 13:31:35 UTC",30000000,12100999,21431160722,2899001,17899001,23663047118,152461911612,,,15000000,30000000
15975750,"2022-11-15 13:31:47 UTC",30000000,15339095,20913419419,0,14660905,23660148117,152444012611,,,15339095,30000000
15975751,"2022-11-15 13:31:59 UTC",30000000,10052048,20972516385,4947952,19947952,23660148117,152429351706,,,15000000,30000000
15975752,"2022-11-15 13:32:11 UTC",30000000,17482783,20107758016,0,12517217,23655200165,152409403754,,,17482783,30000000
15975753,"2022-11-15 13:32:23 UTC",30000000,17802908,20523784680,0,12197092,23655200165,152396886537,,,17802908,30000000
15975754,"2022-11-15 13:32:35 UTC",30000000,7337712,21003170348,7662288,22662288,23655200165,152384689445,,,15000000,30000000
15975755,"2022-11-15 13:32:47 UTC",30000000,20055831,19662067514,0,9944169,23647537877,152362027157,,,20055831,30000000
15975756,"2022-11-15 13:32:59 UTC",30000000,13998317,20490468267,1001683,16001683,23647537877,152352082988,,,15000000,30000000
15975757,"2022-11-15 13:33:11 UTC",30000000,19754759,20319426986,0,10245241,23646536194,152336081305,,,19754759,30000000
15975758,"2022-11-15 13:33:23 UTC",30000000,19885361,21124543472,0,10114639,23646536194,152325836064,,,19885361,30000000
15975759,"2022-11-15 13:33:35 UTC",30000000,17047504,21984551978,0,12952496,23646536194,152315721425,,,17047504,30000000
15975760,"2022-11-15 13:33:47 UTC",30000000,12966403,22359664128,2033597,17033597,23646536194,152302768929,,,15000000,30000000
15975761,"2022-11-15 13:33:59 UTC",30000000,13999379,21980742913,1000621,16000621,23644502597,152285735332,,,15000000,30000000
15975762,"2022-11-15 13:34:11 UTC",30000000,9272512,21797456306,5727488,20727488,23643501976,152269734711,,,15000000,30000000
15975763,"2022-11-15 13:34:23 UTC",30000000,15631998,20757084061,0,14368002,23637774488,152249007223,,,15631998,30000000
15975764,"2022-11-15 13:34:35 UTC",30000000,11647422,20866404357,3352578,18352578,23637774488,152234639221,,,15000000,30000000
15975765,"2022-11-15 13:34:47 UTC",30000000,9720176,20283435623,5279824,20279824,23634421910,152216286643,,,15000000,30000000
15975766,"2022-11-15 13:34:59 UTC",30000000,12991534,19390994205,2008466,17008466,23629142086,152196006819,,,15000000,30000000
15975767,"2022-11-15 13:35:11 UTC",30000000,24249355,19066442934,0,5750645,23627133620,152178998353,,,24249355,30000000
15975768,"2022-11-15 13:35:23 UTC",30000000,22360318,20536045428,0,7639682,23627133620,152173247708,,,22360318,30000000
15975769,"2022-11-15 13:35:35 UTC",30000000,14695176,21795643968,304824,15304824,23627133620,152165608026,,,15000000,30000000
15975770,"2022-11-15 13:35:47 UTC",30000000,21270714,21740278674,0,8729286,23626828796,152150303202,,,21270714,30000000
15975771,"2022-11-15 13:35:59 UTC",30000000,16135325,22876337589,0,13864675,23626828796,152141573916,,,16135325,30000000
15975772,"2022-11-15 13:36:11 UTC",30000000,16840896,23092771572,0,13159104,23626828796,152127709241,,,16840896,30000000
15975773,"2022-11-15 13:36:23 UTC",30000000,15844814,23447033162,0,14155186,23626828796,152114550137,,,15844814,30000000
15975774,"2022-11-15 13:36:35 UTC",30000000,15511933,23612103010,0,14488067,23626828796,152100394951,,,15511933,30000000
15975775,"2022-11-15 13:36:47 UTC",30000000,3997899,23712834799,11002101,26002101,23626828796,152085906884,,,15000000,30000000
15975776,"2022-11-15 13:36:59 UTC",30000000,23367052,21538743104,0,6632948,23615826695,152059904783,,,23367052,30000000
15975777,"2022-11-15 13:37:11 UTC",30000000,16372465,23040541300,0,13627535,23615826695,152053271835,,,16372465,30000000
15975778,"2022-11-15 13:37:23 UTC",30000000,10692540,23304060770,4307460,19307460,23615826695,152039644300,,,15000000,30000000
15975779,"2022-11-15 13:37:35 UTC",30000000,12843229,22467549857,2156771,17156771,23611519235,152020336840,,,15000000,30000000
15975780,"2022-11-15 13:37:47 UTC",30000000,18133215,22063738524,0,11866785,23609362464,152003180069,,,18133215,30000000
15975781,"2022-11-15 13:37:59 UTC",30000000,17956412,22639825494,0,12043588,23609362464,151991313284,,,17956412,30000000
15975782,"2022-11-15 13:38:11 UTC",30000000,9300786,23197597592,5699214,20699214,23609362464,151979269696,,,15000000,30000000
15975783,"2022-11-15 13:38:23 UTC",30000000,13805950,22095863651,1194050,16194050,23603663250,151958570482,,,15000000,30000000
15975784,"2022-11-15 13:38:35 UTC",30000000,13444864,21876000602,1555136,16555136,23602469200,151942376432,,,15000000,30000000
15975785,"2022-11-15 13:38:47 UTC",30000000,14664987,21592499302,335013,15335013,23600914064,151925821296,,,15000000,30000000
15975786,"2022-11-15 13:38:59 UTC",30000000,13783891,21532217903,1216109,16216109,23600579051,151910486283,,,15000000,30000000
15975787,"2022-11-15 13:39:11 UTC",30000000,3607611,21314005204,11392389,26392389,23599362942,151894270174,,,15000000,30000000
15975788,"2022-11-15 13:39:23 UTC",30000000,29946958,19290526551,0,53042,23587970553,151867877785,,,29946958,30000000
15975789,"2022-11-15 13:39:35 UTC",30000000,8445081,21693315635,6554919,21554919,23587970553,151867824743,,,15000000,30000000
15975790,"2022-11-15 13:39:47 UTC",30000000,15106792,20508332912,0,14893208,23581415634,151846269824,,,15106792,30000000
15975791,"2022-11-15 13:39:59 UTC",30000000,15520941,20526583961,0,14479059,23581415634,151831376616,,,15520941,30000000
15975792,"2022-11-15 13:40:11 UTC",30000000,12158239,20615693454,2841761,17841761,23581415634,151816897557,,,15000000,30000000
15975793,"2022-11-15 13:40:23 UTC",30000000,12069132,20127486174,2930868,17930868,23578573873,151799055796,,,15000000,30000000
15975794,"2022-11-15 13:40:35 UTC",30000000,13435968,19635894465,1564032,16564032,23575643005,151781124928,,,15000000,30000000
15975795,"2022-11-15 13:40:47 UTC",30000000,2561799,19379968071,12438201,27438201,23574078973,151764560896,,,15000000,30000000
15975796,"2022-11-15 13:40:59 UTC",30000000,28490339,17371201919,0,1509661,23561640772,151737122695,,,28490339,30000000
15975797,"2022-11-15 13:41:11 UTC",30000000,5116183,19324063608,9883817,24883817,23561640772,151735613034,,,15000000,30000000
15975798,"2022-11-15 13:41:23 UTC",30000000,7414228,17732434372,7585772,22585772,23551756955,151710729217,,,15000000,30000000
15975799,"2022-11-15 13:41:35 UTC",30000000,22404672,16611482671,0,7595328,23544171183,151688143445,,,22404672,30000000
15975800,"2022-11-15 13:41:47 UTC",30000000,20706385,17636504176,0,9293615,23544171183,151680548117,,,20706385,30000000
15975801,"2022-11-15 13:41:59 UTC",30000000,14170521,18475176533,829479,15829479,23544171183,151671254502,,,15000000,30000000
15975802,"2022-11-15 13:42:11 UTC",30000000,24172920,18347470109,0,5827080,23543341704,151655425023,,,24172920,30000000
15975803,"2022-11-15 13:42:23 UTC",30000000,13561142,19749969071,1438858,16438858,23543341704,151649597943,,,15000000,30000000
15975804,"2022-11-15 13:42:35 UTC",30000000,13220637,19513157397,1779363,16779363,23541902846,151633159085,,,15000000,30000000
15975805,"2022-11-15 13:42:47 UTC",30000000,10481290,19223815812,4518710,19518710,23540123483,151616379722,,,15000000,30000000
15975806,"2022-11-15 13:42:59 UTC",30000000,14824290,18499925406,175710,15175710,23535604773,151596861012,,,15000000,30000000
15975807,"2022-11-15 13:43:11 UTC",30000000,12412496,18472836891,2587504,17587504,23535429063,151581685302,,,15000000,30000000
15975808,"2022-11-15 13:43:23 UTC",30000000,11732891,18074515730,3267109,18267109,23532841559,151564097798,,,15000000,30000000
15975809,"2022-11-15 13:43:35 UTC",30000000,13458841,17582420622,1541159,16541159,23529574450,151545830689,,,15000000,30000000
15975810,"2022-11-15 13:43:47 UTC",30000000,21894190,17356609741,0,8105810,23528033291,151529289530,,,21894190,30000000
15975811,"2022-11-15 13:43:59 UTC",30000000,16728015,18353774451,0,13271985,23528033291,151521183720,,,16728015,30000000
15975812,"2022-11-15 13:44:11 UTC",30000000,13175356,18618071097,1824644,16824644,23528033291,151507911735,,,15000000,30000000
15975813,"2022-11-15 13:44:23 UTC",30000000,13570228,18334976500,1429772,16429772,23526208647,151491087091,,,15000000,30000000
15975814,"2022-11-15 13:44:35 UTC",30000000,16516977,18116519534,0,13483023,23524778875,151474657319,,,16516977,30000000
15975815,"2022-11-15 13:44:47 UTC",30000000,12388343,18345539062,2611657,17611657,23524778875,151461174296,,,15000000,30000000
15975816,"2022-11-15 13:44:59 UTC",30000000,6730553,17946270267,8269447,23269447,23522167218,151443562639,,,15000000,30000000
15975817,"2022-11-15 13:45:11 UTC",30000000,29418486,16709555844,0,581514,23513897771,151420293192,,,29418486,30000000
15975818,"2022-11-15 13:45:23 UTC",30000000,13332321,18717276652,1667679,16667679,23513897771,151419711678,,,15000000,30000000
15975819,"2022-11-15 13:45:35 UTC",30000000,12093987,18457156576,2906013,17906013,23512230092,151403043999,,,15000000,30000000
15975820,"2022-11-15 13:45:47 UTC",30000000,9851678,18010183769,5148322,20148322,23509324079,151385137986,,,15000000,30000000
15975821,"2022-11-15 13:45:59 UTC",30000000,16006880,17237498558,0,13993120,23504175757,151364989664,,,16006880,30000000
15975822,"2022-11-15 13:46:11 UTC",30000000,18015161,17382132662,0,11984839,23504175757,151350996544,,,18015161,30000000
15975823,"2022-11-15 13:46:23 UTC",30000000,11445794,17818882066,3554206,18554206,23504175757,151339011705,,,15000000,30000000
15975824,"2022-11-15 13:46:35 UTC",30000000,13013957,17291115587,1986043,16986043,23500621551,151320457499,,,15000000,30000000
15975825,"2022-11-15 13:46:47 UTC",30000000,11561167,17004941429,3438833,18438833,23498635508,151303471456,,,15000000,30000000
15975826,"2022-11-15 13:46:59 UTC",30000000,3048627,16517631815,11951373,26951373,23495196675,151285032623,,,15000000,30000000
15975827,"2022-11-15 13:47:11 UTC",30000000,23346645,14872561991,0,6653355,23483245302,151258081250,,,23346645,30000000
15975828,"2022-11-15 13:47:23 UTC",30000000,24635712,15907028617,0,5364288,23483245302,151251427895,,,24635712,30000000
15975829,"2022-11-15 13:47:35 UTC",30000000,15756175,17184324838,0,14243825,23483245302,151246063607,,,15756175,30000000
15975830,"2022-11-15 13:47:47 UTC",30000000,18299364,17292611144,0,11700636,23483245302,151231819782,,,18299364,30000000
15975831,"2022-11-15 13:47:59 UTC",30000000,11484015,17768066299,3515985,18515985,23483245302,151220119146,,,15000000,30000000
15975832,"2022-11-15 13:48:11 UTC",30000000,8637627,17247464178,6362373,21362373,23479729317,151201603161,,,15000000,30000000
15975833,"2022-11-15 13:48:23 UTC",30000000,18095424,16333007508,0,11904576,23473366944,151180240788,,,18095424,30000000
15975834,"2022-11-15 13:48:35 UTC",30000000,13096899,16754320703,1903101,16903101,23473366944,151168336212,,,15000000,30000000
15975835,"2022-11-15 13:48:47 UTC",30000000,16774390,16488610999,0,13225610,23471463843,151151433111,,,16774390,30000000
15975836,"2022-11-15 13:48:59 UTC",30000000,10199542,16732421219,4800458,19800458,23471463843,151138207501,,,15000000,30000000
15975837,"2022-11-15 13:49:11 UTC",30000000,11794177,16063060509,3205823,18205823,23466663385,151118407043,,,15000000,30000000
15975838,"2022-11-15 13:49:23 UTC",30000000,23179143,15633932769,0,6820857,23463457562,151100201220,,,23179143,30000000
15975839,"2022-11-15 13:49:35 UTC",30000000,13758982,16699534200,1241018,16241018,23463457562,151093380363,,,15000000,30000000
15975840,"2022-11-15 13:49:59 UTC",30000000,23687157,16526830679,0,6312843,23462216544,151077139345,,,23687157,30000000
15975841,"2022-11-15 13:50:11 UTC",30000000,12399294,17723257119,2600706,17600706,23462216544,151070826502,,,15000000,30000000
15975842,"2022-11-15 13:50:23 UTC",30000000,10950835,17339148943,4049165,19049165,23459615838,151053225796,,,15000000,30000000
15975843,"2022-11-15 13:50:35 UTC",30000000,12655932,16754073318,2344068,17344068,23455566673,151034176631,,,15000000,30000000
15975844,"2022-11-15 13:50:47 UTC",30000000,13039555,16426800926,1960445,16960445,23453222605,151016832563,,,15000000,30000000
15975845,"2022-11-15 13:50:59 UTC",30000000,21908462,16158435595,0,8091538,23451262160,150999872118,,,21908462,30000000
15975846,"2022-11-15 13:51:11 UTC",30000000,10234099,17088685080,4765901,19765901,23451262160,150991780580,,,15000000,30000000
15975847,"2022-11-15 13:51:23 UTC",30000000,14988267,16409993570,11733,15011733,23446496259,150972014679,,,15000000,30000000
15975848,"2022-11-15 13:51:35 UTC",30000000,16971118,16408389083,0,13028882,23446484526,150957002946,,,16971118,30000000
15975849,"2022-11-15 13:51:47 UTC",30000000,15220544,16677913008,0,14779456,23446484526,150943974064,,,15220544,30000000
15975850,"2022-11-15 13:51:59 UTC",30000000,12078365,16708564788,2921635,17921635,23446484526,150929194608,,,15000000,30000000
15975851,"2022-11-15 13:52:11 UTC",30000000,13185905,16301762058,1814095,16814095,23443562891,150911272973,,,15000000,30000000
15975852,"2022-11-15 13:52:23 UTC",30000000,16617128,16055320850,0,13382872,23441748796,150894458878,,,16617128,30000000
15975853,"2022-11-15 13:52:35 UTC",30000000,13116764,16271683424,1883236,16883236,23441748796,150881076006,,,15000000,30000000
15975854,"2022-11-15 13:52:47 UTC",30000000,12551054,16016321591,2448946,17448946,23439865560,150864192770,,,15000000,30000000
15975855,"2022-11-15 13:52:59 UTC",30000000,12554277,15689462369,2445723,17445723,23437416614,150846743824,,,15000000,30000000
15975856,"2022-11-15 13:53:11 UTC",30000000,18393289,15369695045,0,11606711,23434970891,150829298101,,,18393289,30000000
15975857,"2022-11-15 13:53:23 UTC",30000000,9176446,15804310187,5823554,20823554,23434970891,150817691390,,,15000000,30000000
15975858,"2022-11-15 13:53:35 UTC",30000000,13418886,15037333072,1581114,16581114,23429147337,150796867836,,,15000000,30000000
15975859,"2022-11-15 13:53:47 UTC",30000000,12610947,14839201924,2389053,17389053,23427566223,150780286722,,,15000000,30000000
15975860,"2022-11-15 13:53:59 UTC",30000000,16424667,14543771592,0,13575333,23425177170,150762897669,,,16424667,30000000
15975861,"2022-11-15 13:54:11 UTC",30000000,16415815,14716438520,0,13584185,23425177170,150749322336,,,16415815,30000000
15975862,"2022-11-15 13:54:23 UTC",30000000,13333020,14890069806,1666980,16666980,23425177170,150735738151,,,15000000,30000000
15975863,"2022-11-15 13:54:35 UTC",30000000,12289986,14683224402,2710014,17710014,23423510190,150719071171,,,15000000,30000000
15975864,"2022-11-15 13:54:47 UTC",30000000,21380059,14351626538,0,8619941,23420800176,150701361157,,,21380059,30000000
15975865,"2022-11-15 13:54:59 UTC",30000000,14859281,15114661738,140719,15140719,23420800176,150692741216,,,15000000,30000000
15975866,"2022-11-15 13:55:11 UTC",30000000,12769416,15096937404,2230584,17230584,23420659457,150677600497,,,15000000,30000000
15975867,"2022-11-15 13:55:23 UTC",30000000,16094653,14816312513,0,13905347,23418428873,150660369913,,,16094653,30000000
15975868,"2022-11-15 13:55:35 UTC",30000000,15425404,14951468520,0,14574596,23418428873,150646464566,,,15425404,30000000
15975869,"2022-11-15 13:55:47 UTC",30000000,8173986,15004471974,6826014,21826014,23418428873,150631889970,,,15000000,30000000
15975870,"2022-11-15 13:55:59 UTC",30000000,22920966,14150965843,0,7079034,23411602859,150610063956,,,22920966,30000000
15975871,"2022-11-15 13:56:11 UTC",30000000,14185176,15085043503,814824,15814824,23411602859,150602984922,,,15000000,30000000
15975872,"2022-11-15 13:56:23 UTC",30000000,12195062,14982613041,2804938,17804938,23410788035,150587170098,,,15000000,30000000
15975873,"2022-11-15 13:56:35 UTC",30000000,12871060,14632402203,2128940,17128940,23407983097,150569365160,,,15000000,30000000
15975874,"2022-11-15 13:56:47 UTC",30000000,14554792,14372806317,445208,15445208,23405854157,150552236220,,,15000000,30000000
15975875,"2022-11-15 13:56:59 UTC",30000000,10557023,14319482248,4442977,19442977,23405408949,150536791012,,,15000000,30000000
15975876,"2022-11-15 13:57:11 UTC",30000000,21373413,13789306163,0,8626587,23400965972,150517348035,,,21373413,30000000
15975877,"2022-11-15 13:57:23 UTC",30000000,6787996,14521680689,8212004,23212004,23400965972,150508721448,,,15000000,30000000
15975878,"2022-11-15 13:57:35 UTC",30000000,28360829,13527913190,0,1639171,23392753968,150485509444,,,28360829,30000000
15975879,"2022-11-15 13:57:47 UTC",30000000,13319102,15034114313,1680898,16680898,23392753968,150483870273,,,15000000,30000000
15975880,"2022-11-15 13:57:59 UTC",30000000,12097782,14823524208,2902218,17902218,23391073070,150467189375,,,15000000,30000000
15975881,"2022-11-15 13:58:11 UTC",30000000,19940236,14465015052,0,10059764,23388170852,150449287157,,,19940236,30000000
15975882,"2022-11-15 13:58:23 UTC",30000000,11480759,15060519952,3519241,18519241,23388170852,150439227393,,,15000000,30000000
15975883,"2022-11-15 13:58:35 UTC",30000000,12621157,14618839958,2378843,17378843,23384651611,150420708152,,,15000000,30000000
15975884,"2022-11-15 13:58:47 UTC",30000000,15255001,14329040583,0,14744999,23382272768,150403329309,,,15255001,30000000
15975885,"2022-11-15 13:58:59 UTC",30000000,13313115,14359489913,1686885,16686885,23382272768,150388584310,,,15000000,30000000
15975886,"2022-11-15 13:59:11 UTC",30000000,11393637,14157633179,3606363,18606363,23380585883,150371897425,,,15000000,30000000
15975887,"2022-11-15 13:59:23 UTC",30000000,16787125,13732153476,0,13212875,23376979520,150353291062,,,16787125,30000000
15975888,"2022-11-15 13:59:35 UTC",30000000,17055289,13936662432,0,12944711,23376979520,150340078187,,,17055289,30000000
15975889,"2022-11-15 13:59:47 UTC",30000000,9612476,14175361340,5387524,20387524,23376979520,150327133476,,,15000000,30000000
15975890,"2022-11-15 13:59:59 UTC",30000000,14128948,13538943845,871052,15871052,23371591996,150306745952,,,15000000,30000000
15975891,"2022-11-15 14:00:11 UTC",30000000,15091655,13440667811,0,14908345,23370720944,150290874900,,,15091655,30000000
15975892,"2022-11-15 14:00:23 UTC",30000000,18517403,13450933681,0,11482597,23370720944,150275966555,,,18517403,30000000
15975893,"2022-11-15 14:00:35 UTC",30000000,17356291,13845203301,0,12643709,23370720944,150264483958,,,17356291,30000000
15975894,"2022-11-15 14:00:47 UTC",30000000,16883470,14117064367,0,13116530,23370720944,150251840249,,,16883470,30000000
15975895,"2022-11-15 14:00:59 UTC",30000000,17095759,14338639927,0,12904241,23370720944,150238723719,,,17095759,30000000
15975896,"2022-11-15 14:01:11 UTC",30000000,17989960,14589059374,0,12010040,23370720944,150225819478,,,17989960,30000000
15975897,"2022-11-15 14:01:23 UTC",30000000,15909057,14952565240,0,14090943,23370720944,150213809438,,,15909057,30000000
15975898,"2022-11-15 14:01:35 UTC",30000000,14353494,15065838024,646506,15646506,23370720944,150199718495,,,15000000,30000000
15975899,"2022-11-15 14:01:47 UTC",30000000,17139780,14984670069,0,12860220,23370074438,150184071989,,,17139780,30000000
15975900,"2022-11-15 14:01:59 UTC",30000000,6203971,15251869213,8796029,23796029,23370074438,150171211769,,,15000000,30000000
15975901,"2022-11-15 14:02:11 UTC",30000000,25498622,14133903514,0,4501378,23361278409,150147415740,,,25498622,30000000
15975902,"2022-11-15 14:02:23 UTC",30000000,20121338,15370457767,0,9878662,23361278409,150142914362,,,20121338,30000000
15975903,"2022-11-15 14:02:35 UTC",30000000,14428744,16026435345,571256,15571256,23361278409,150133035700,,,15000000,30000000
15975904,"2022-11-15 14:02:47 UTC",30000000,12821546,15950142034,2178454,17178454,23360707153,150117464444,,,15000000,30000000
15975905,"2022-11-15 14:02:59 UTC",30000000,17389323,15660586612,0,12610677,23358528699,150100285990,,,17389323,30000000
15975906,"2022-11-15 14:03:11 UTC",30000000,13344483,15972404943,1655517,16655517,23358528699,150087675313,,,15000000,30000000
15975907,"2022-11-15 14:03:23 UTC",30000000,13449212,15752050044,1550788,16550788,23356873182,150071019796,,,15000000,30000000
15975908,"2022-11-15 14:03:35 UTC",30000000,3297018,15548482626,11702982,26702982,23355322394,150054469008,,,15000000,30000000
15975909,"2022-11-15 14:03:47 UTC",30000000,25490462,14032119191,0,4509538,23343619412,150027766026,,,25490462,30000000
15975910,"2022-11-15 14:03:59 UTC",30000000,19994612,15258814300,0,10005388,23343619412,150023256488,,,19994612,30000000
15975911,"2022-11-15 14:04:11 UTC",30000000,13489940,15893913108,1510060,16510060,23343619412,150013251100,,,15000000,30000000
15975912,"2022-11-15 14:04:23 UTC",30000000,15984531,15693906755,0,14015469,23342109352,149996741040,,,15984531,30000000
15975913,"2022-11-15 14:04:35 UTC",30000000,16943424,15822666235,0,13056576,23342109352,149982725571,,,16943424,30000000
15975914,"2022-11-15 14:04:47 UTC",30000000,18660483,16078917479,0,11339517,23342109352,149969668995,,,18660483,30000000
15975915,"2022-11-15 14:04:59 UTC",30000000,13547511,16569389179,1452489,16452489,23342109352,149958329478,,,15000000,30000000
15975916,"2022-11-15 14:05:11 UTC",30000000,13220513,16368832050,1779487,16779487,23340656863,149941876989,,,15000000,30000000
15975917,"2022-11-15 14:05:23 UTC",30000000,8439846,16126097685,6560154,21560154,23338877376,149925097502,,,15000000,30000000
15975918,"2022-11-15 14:05:35 UTC",30000000,23888256,15244516984,0,6111744,23332317222,149903537348,,,23888256,30000000
15975919,"2022-11-15 14:05:47 UTC",30000000,13676755,16373660063,1323245,16323245,23332317222,149897425604,,,15000000,30000000
15975920,"2022-11-15 14:05:59 UTC",30000000,18266172,16193107032,0,11733828,23330993977,149881102359,,,18266172,30000000
15975921,"2022-11-15 14:06:11 UTC",30000000,17766281,16633852638,0,12233719,23330993977,149869368531,,,17766281,30000000
15975922,"2022-11-15 14:06:23 UTC",30000000,11087349,17017301892,3912651,18912651,23330993977,149857134812,,,15000000,30000000
15975923,"2022-11-15 14:06:35 UTC",30000000,16136118,16462445532,0,13863882,23327081326,149838222161,,,16136118,30000000
15975924,"2022-11-15 14:06:47 UTC",30000000,15815054,16618306204,0,14184946,23327081326,149824358279,,,15815054,30000000
15975925,"2022-11-15 14:06:59 UTC",30000000,15843001,16731179678,0,14156999,23327081326,149810173333,,,15843001,30000000
15975926,"2022-11-15 14:07:11 UTC",30000000,14299514,16848716354,700486,15700486,23327081326,149796016334,,,15000000,30000000
15975927,"2022-11-15 14:07:23 UTC",30000000,17148993,16750363938,0,12851007,23326380840,149780315848,,,17148993,30000000
15975928,"2022-11-15 14:07:35 UTC",30000000,14975996,17050334061,24004,15024004,23326380840,149767464841,,,15000000,30000000
15975929,"2022-11-15 14:07:47 UTC",30000000,12578058,17046923426,2421942,17421942,23326356836,149752440837,,,15000000,30000000
15975930,"2022-11-15 14:07:59 UTC",30000000,18910524,16702867928,0,11089476,23323934894,149735018895,,,18910524,30000000
15975931,"2022-11-15 14:08:11 UTC",30000000,13583870,17247175977,1416130,16416130,23323934894,149723929419,,,15000000,30000000
