number,timestamp,gas_limit,gas_used,base_fee_per_gas,gas_free15,gas_free,gas_free15_sum,gas_free30_sum,base_fee15_per_gas,base_fee30_per_gas,gas_used15,gas_used30
15976846,"2022-11-15 17:12:11 UTC",30000000,29959078,21376353162,0,40922,21706497396,136122627178,,,29959078,30000000
15976847,"2022-11-15 17:12:23 UTC",30000000,15777504,24041107614,0,14222496,21706497396,136122586256,,,15777504,30000000
15976848,"2022-11-15 17:12:35 UTC",30000000,9109684,24196874758,5890316,20890316,21706497396,136108363760,,,15000000,30000000
15976849,"2022-11-15 17:12:47 UTC",30000000,12000886,23009147771,2999114,17999114,21700607080,136087473444,,,15000000,30000000
15976850,"2022-11-15 17:12:59 UTC",30000000,10017197,22434088961,4982803,19982803,21697607966,136069474330,,,15000000,30000000
15976851,"2022-11-15 17:13:11 UTC",30000000,3094808,21502550247,11905192,26905192,21692625163,136049491527,,,15000000,30000000
15976852,"2022-11-15 17:13:23 UTC",30000000,29982208,19369283671,0,17792,21680719971,136022586335,,,29982208,30000000
15976853,"2022-11-15 17:13:35 UTC",30000000,16139677,21787572310,0,13860323,21680719971,136022568543,,,16139677,30000000
15976854,"2022-11-15 17:13:47 UTC",30000000,12829113,21994495602,2170887,17170887,21680719971,136008708220,,,15000000,30000000
15976855,"2022-11-15 17:13:59 UTC",30000000,15876712,21596599231,0,14123288,21678549084,135991537333,,,15876712,30000000
15976856,"2022-11-15 17:14:11 UTC",30000000,13054102,21754382545,1945898,16945898,21678549084,135977414045,,,15000000,30000000
15976857,"2022-11-15 17:14:23 UTC",30000000,2419781,21401617466,12580219,27580219,21676603186,135960468147,,,15000000,30000000
15976858,"2022-11-15 17:14:35 UTC",30000000,29978745,19157975511,0,21255,21664022967,135932887928,,,29978745,30000000
15976859,"2022-11-15 17:14:47 UTC",30000000,15606117,21549329093,0,14393883,21664022967,135932866673,,,15606117,30000000
15976860,"2022-11-15 17:14:59 UTC",30000000,11556387,21658174215,3443613,18443613,21664022967,135918472790,,,15000000,30000000
15976861,"2022-11-15 17:15:11 UTC",30000000,23311083,21036654463,0,6688917,21660579354,135900029177,,,23311083,30000000
15976862,"2022-11-15 17:15:23 UTC",30000000,12162667,22493632640,2837333,17837333,21660579354,135893340260,,,15000000,30000000
15976863,"2022-11-15 17:15:35 UTC",30000000,12668728,21961783256,2331272,17331272,21657742021,135875502927,,,15000000,30000000
15976864,"2022-11-15 17:15:47 UTC",30000000,18655905,21535125837,0,11344095,21655410749,135858171655,,,18655905,30000000
15976865,"2022-11-15 17:15:59 UTC",30000000,15525656,22191212288,0,14474344,21655410749,135846827560,,,15525656,30000000
15976866,"2022-11-15 17:16:11 UTC",30000000,12698598,22288420153,2301402,17301402,21655410749,135832353216,,,15000000,30000000
15976867,"2022-11-15 17:16:23 UTC",30000000,13902159,21860965031,1097841,16097841,21653109347,135815051814,,,15000000,30000000
15976868,"2022-11-15 17:16:35 UTC",30000000,9644578,21660966167,5355422,20355422,21652011506,135798953973,,,15000000,30000000
15976869,"2022-11-15 17:16:47 UTC",30000000,18490959,20694269378,0,11509041,21646656084,135778598551,,,18490959,30000000
15976870,"2022-11-15 17:16:59 UTC",30000000,12157234,21296293094,2842766,17842766,21646656084,135767089510,,,15000000,30000000
15976871,"2022-11-15 17:17:11 UTC",30000000,13760531,20791789945,1239469,16239469,21643813318,135749246744,,,15000000,30000000
15976872,"2022-11-15 17:17:23 UTC",30000000,13041470,20577033453,1958530,16958530,21642573849,135733007275,,,15000000,30000000
15976873,"2022-11-15 17:17:35 UTC",30000000,27453776,20241193976,0,2546224,21640615319,135716048745,,,27453776,30000000
15976874,"2022-11-15 17:17:47 UTC",30000000,12560984,22341854773,2439016,17439016,21640615319,135713502521,,,15000000,30000000
15976875,"2022-11-15 17:17:59 UTC",30000000,14784143,21887753596,215857,15215857,21638176303,135696063505,,,15000000,30000000
15976876,"2022-11-15 17:18:11 UTC",30000000,9373314,21848381723,5626686,20626686,21637960446,135680847648,,,15000000,30000000
15976877,"2022-11-15 17:18:23 UTC",30000000,18163557,20823931860,0,11836443,21632333760,135660220962,,,18163557,30000000
15976878,"2022-11-15 17:18:35 UTC",30000000,14235822,21372912655,764178,15764178,21632333760,135648384519,,,15000000,30000000
15976879,"2022-11-15 17:18:47 UTC",30000000,13705905,21236806742,1294095,16294095,21631569582,135632620341,,,15000000,30000000
15976880,"2022-11-15 17:18:59 UTC",30000000,12779483,21007786364,2220517,17220517,21630275487,135616326246,,,15000000,30000000
15976881,"2022-11-15 17:19:11 UTC",30000000,14231478,20619051808,768522,15768522,21628054970,135599105729,,,15000000,30000000
15976882,"2022-11-15 17:19:23 UTC",30000000,14235117,20487000184,764883,15764883,21627286448,135583337207,,,15000000,30000000
15976883,"2022-11-15 17:19:35 UTC",30000000,6909670,20356415533,8090330,23090330,21626521565,135567572324,,,15000000,30000000
15976884,"2022-11-15 17:19:47 UTC",30000000,17516821,18983997873,0,12483179,21618431235,135544481994,,,17516821,30000000
15976885,"2022-11-15 17:19:59 UTC",30000000,14655017,19382158910,344983,15344983,21618431235,135531998815,,,15000000,30000000
15976886,"2022-11-15 17:20:11 UTC",30000000,4530726,19326437949,10469274,25469274,21618086252,135516653832,,,15000000,30000000
15976887,"2022-11-15 17:20:23 UTC",30000000,27157152,17640323163,0,2842848,21607616978,135491184558,,,27157152,30000000
15976888,"2022-11-15 17:20:59 UTC",30000000,29988704,19427457246,0,11296,21607616978,135488341710,,,29988704,30000000
15976889,"2022-11-15 17:21:11 UTC",30000000,16694483,21854060630,0,13305517,21607616978,135488330414,,,16694483,30000000
15976890,"2022-11-15 17:21:23 UTC",30000000,19399760,22162655081,0,10600240,21607616978,135475024897,,,19399760,30000000
15976891,"2022-11-15 17:21:35 UTC",30000000,11606065,22975241441,3393935,18393935,21607616978,135464424657,,,15000000,30000000
15976892,"2022-11-15 17:21:47 UTC",30000000,13192777,22325437474,1807223,16807223,21604223043,135446030722,,,15000000,30000000
15976893,"2022-11-15 17:21:59 UTC",30000000,11903215,21989212107,3096785,18096785,21602415820,135429223499,,,15000000,30000000
15976894,"2022-11-15 17:22:11 UTC",30000000,13843790,21421746589,1156210,16156210,21599319035,135411126714,,,15000000,30000000
15976895,"2022-11-15 17:22:35 UTC",30000000,29824753,21215346276,0,175247,21598162825,135394970504,,,29824753,30000000
15976896,"2022-11-15 17:22:47 UTC",30000000,14928104,23836281845,71896,15071896,21598162825,135394795257,,,15000000,30000000
15976897,"2022-11-15 17:22:59 UTC",30000000,13398683,23822000735,1601317,16601317,21598090929,135379723361,,,15000000,30000000
15976898,"2022-11-15 17:23:11 UTC",30000000,15522149,23504112613,0,14477851,21596489612,135363122044,,,15522149,30000000
15976899,"2022-11-15 17:23:23 UTC",30000000,12125985,23606384687,2874015,17874015,21596489612,135348644193,,,15000000,30000000
15976900,"2022-11-15 17:23:35 UTC",30000000,12085961,23041008823,2914039,17914039,21593615597,135330770178,,,15000000,30000000
15976901,"2022-11-15 17:23:47 UTC",30000000,13541610,22481488838,1458390,16458390,21590701558,135312856139,,,15000000,30000000
15976902,"2022-11-15 17:23:59 UTC",30000000,15143345,22208265684,0,14856655,21589243168,135296397749,,,15143345,30000000
15976903,"2022-11-15 17:24:11 UTC",30000000,17658818,22234794382,0,12341182,21589243168,135281541094,,,17658818,30000000
15976904,"2022-11-15 17:24:23 UTC",30000000,13152728,22727446644,1847272,16847272,21589243168,135269199912,,,15000000,30000000
15976905,"2022-11-15 17:24:35 UTC",30000000,12708860,22377581846,2291140,17291140,21587395896,135252352640,,,15000000,30000000
15976906,"2022-11-15 17:24:47 UTC",30000000,17824986,21950330406,0,12175014,21585104756,135235061500,,,17824986,30000000
15976907,"2022-11-15 17:24:59 UTC",30000000,10319400,22467075206,4680600,19680600,21585104756,135222886486,,,15000000,30000000
15976908,"2022-11-15 17:25:11 UTC",30000000,14588591,21590746938,411409,15411409,21580424156,135203205886,,,15000000,30000000
15976909,"2022-11-15 17:25:23 UTC",30000000,13305123,21516725042,1694877,16694877,21580012747,135187794477,,,15000000,30000000
15976910,"2022-11-15 17:25:35 UTC",30000000,20959672,21212823356,0,9040328,21578317870,135171099600,,,20959672,30000000
15976911,"2022-11-15 17:25:47 UTC",30000000,20941405,22266335600,0,9058595,21578317870,135162059272,,,20941405,30000000
15976912,"2022-11-15 17:25:59 UTC",30000000,12309571,23368779913,2690429,17690429,21578317870,135153000677,,,15000000,30000000
15976913,"2022-11-15 17:26:11 UTC",30000000,14692695,22844846220,307305,15307305,21575627441,135135310248,,,15000000,30000000
15976914,"2022-11-15 17:26:23 UTC",30000000,13217422,22786343425,1782578,16782578,21575320136,135120002943,,,15000000,30000000
15976915,"2022-11-15 17:26:35 UTC",30000000,5558509,22447856471,9441491,24441491,21573537558,135103220365,,,15000000,30000000
15976916,"2022-11-15 17:26:47 UTC",30000000,22143558,20681679514,0,7856442,21564096067,135078778874,,,22143558,30000000
15976917,"2022-11-15 17:26:59 UTC",30000000,15385898,21912852656,0,14614102,21564096067,135070922432,,,15385898,30000000
15976918,"2022-11-15 17:27:11 UTC",30000000,11216733,21983320372,3783267,18783267,21564096067,135056308330,,,15000000,30000000
15976919,"2022-11-15 17:27:23 UTC",30000000,13595002,21290247285,1404998,16404998,21560312800,135037525063,,,15000000,30000000
15976920,"2022-11-15 17:27:35 UTC",30000000,13894505,21040974328,1105495,16105495,21558907802,135021120065,,,15000000,30000000
15976921,"2022-11-15 17:27:47 UTC",30000000,18994082,20847135229,0,11005918,21557802307,135005014570,,,18994082,30000000
15976922,"2022-11-15 17:27:59 UTC",30000000,14032767,21541011625,967233,15967233,21557802307,134994008652,,,15000000,30000000
15976923,"2022-11-15 17:28:11 UTC",30000000,10231305,21367385148,4768695,19768695,21556835074,134978041419,,,15000000,30000000
15976924,"2022-11-15 17:28:23 UTC",30000000,15647816,20518263959,0,14352184,21552066379,134958272724,,,15647816,30000000
15976925,"2022-11-15 17:28:35 UTC",30000000,15204635,20629031123,0,14795365,21552066379,134943920540,,,15204635,30000000
15976926,"2022-11-15 17:28:47 UTC",30000000,15276410,20664209637,0,14723590,21552066379,134929125175,,,15276410,30000000
15976927,"2022-11-15 17:28:59 UTC",30000000,12785821,20711807921,2214179,17214179,21552066379,134914401585,,,15000000,30000000
15976928,"2022-11-15 17:29:11 UTC",30000000,14569862,20329644170,430138,15430138,21549852200,134897187406,,,15000000,30000000
15976929,"2022-11-15 17:29:23 UTC",30000000,16285012,20256772900,0,13714988,21549422062,134881757268,,,16285012,30000000
15976930,"2022-11-15 17:29:35 UTC",30000000,10176678,20473691202,4823322,19823322,21549422062,134868042280,,,15000000,30000000
15976931,"2022-11-15 17:29:47 UTC",30000000,15533679,19650764493,0,14466321,21544598740,134848218958,,,15533679,30000000
15976932,"2022-11-15 17:29:59 UTC",30000000,13037827,19738157829,1962173,16962173,21544598740,134833752637,,,15000000,30000000
15976933,"2022-11-15 17:30:11 UTC",30000000,16758565,19415410493,0,13241435,21542636567,134816790464,,,16758565,30000000
15976934,"2022-11-15 17:30:23 UTC",30000000,8916065,19699937670,6083935,21083935,21542636567,134803549029,,,15000000,30000000
15976935,"2022-11-15 17:30:35 UTC",30000000,29971005,18701161501,0,28995,21536552632,134782465094,,,29971005,30000000
15976936,"2022-11-15 17:30:59 UTC",30000000,29956581,21034288020,0,43419,21536552632,134782436099,,,29956581,30000000
15976937,"2022-11-15 17:31:11 UTC",30000000,29055872,23655963291,0,944128,21536552632,134782392680,,,29055872,30000000
15976938,"2022-11-15 17:31:23 UTC",30000000,14776421,26426839891,223579,15223579,21536552632,134781448552,,,15000000,30000000
15976939,"2022-11-15 17:31:35 UTC",30000000,9042632,26377602505,5957368,20957368,21536329053,134766224973,,,15000000,30000000
15976940,"2022-11-15 17:31:47 UTC",30000000,16201120,25068093463,0,13798880,21530371685,134745267605,,,16201120,30000000
15976941,"2022-11-15 17:31:59 UTC",30000000,13316641,25319008366,1683359,16683359,21530371685,134731468725,,,15000000,30000000
15976942,"2022-11-15 17:32:11 UTC",30000000,4203381,24963833528,10796619,25796619,21528688326,134714785366,,,15000000,30000000
15976943,"2022-11-15 17:32:23 UTC",30000000,22100862,22717791867,0,7899138,21517891707,134688988747,,,22100862,30000000
15976944,"2022-11-15 17:32:35 UTC",30000000,10818035,24062091075,4181965,19181965,21517891707,134681089609,,,15000000,30000000
15976945,"2022-11-15 17:32:47 UTC",30000000,13392120,23223534220,1607880,16607880,21513709742,134661907644,,,15000000,30000000
15976946,"2022-11-15 17:32:59 UTC",30000000,10676744,22912362085,4323256,19323256,21512101862,134645299764,,,15000000,30000000
15976947,"2022-11-15 17:33:11 UTC",30000000,15186194,22086895362,0,14813806,21507778606,134625976508,,,15186194,30000000
15976948,"2022-11-15 17:33:23 UTC",30000000,13542811,22121165756,1457189,16457189,21507778606,134611162702,,,15000000,30000000
15976949,"2022-11-15 17:33:35 UTC",30000000,11665583,21852543095,3334417,18334417,21506321417,134594705513,,,15000000,30000000
15976950,"2022-11-15 17:33:47 UTC",30000000,15012094,21245330669,0,14987906,21502987000,134576371096,,,15012094,30000000
15976951,"2022-11-15 17:33:59 UTC",30000000,3851025,21247471844,11148975,26148975,21502987000,134561383190,,,15000000,30000000
15976952,"2022-11-15 17:34:11 UTC",29970705,22847369,19273409074,0,7123336,21491838025,134535234215,,,22847369,30000000
15976953,"2022-11-15 17:34:23 UTC",29999972,15394613,20537375627,0,14605359,21491838025,134528110879,,,15394613,30000000
15976954,"2022-11-15 17:34:35 UTC",30000000,14583556,20604914047,416444,15416444,21491838025,134513505520,,,15000000,30000000
15976955,"2022-11-15 17:34:47 UTC",30000000,13247756,20533407441,1752244,16752244,21491421581,134498089076,,,15000000,30000000
15976956,"2022-11-15 17:34:59 UTC",30000000,1586238,20233577942,13413762,28413762,21489669337,134481336832,,,15000000,30000000
15976957,"2022-11-15 17:35:11 UTC",30000000,24319887,17971841285,0,5680113,21476255575,134452923070,,,24319887,30000000
15976958,"2022-11-15 17:35:23 UTC",30000000,14591326,19367637367,408674,15408674,21476255575,134447242957,,,15000000,30000000
15976959,"2022-11-15 17:35:35 UTC",30000000,14125793,19301678619,874207,15874207,21475846901,134431834283,,,15000000,30000000
15976960,"2022-11-15 17:35:47 UTC",30000000,16355293,19161064765,0,13644707,21474972694,134415960076,,,16355293,30000000
15976961,"2022-11-15 17:35:59 UTC",30000000,15705586,19377471906,0,14294414,21474972694,134402315369,,,15705586,30000000
15976962,"2022-11-15 17:36:11 UTC",30000000,14205382,19491409180,794618,15794618,21474972694,134388020955,,,15000000,30000000
15976963,"2022-11-15 17:36:23 UTC",30000000,15626804,19362340642,0,14373196,21474178076,134372226337,,,15626804,30000000
15976964,"2022-11-15 17:36:35 UTC",30000000,20089649,19463477246,0,9910351,21474178076,134357853141,,,20089649,30000000
15976965,"2022-11-15 17:36:47 UTC",30000000,13760676,20288996141,1239324,16239324,21474178076,134347942790,,,15000000,30000000
15976966,"2022-11-15 17:36:59 UTC",30000000,16946710,20079457476,0,13053290,21472938752,134331703466,,,16946710,30000000
15976967,"2022-11-15 17:37:11 UTC",30000000,19010274,20405198148,0,10989726,21472938752,134318650176,,,19010274,30000000
15976968,"2022-11-15 17:37:23 UTC",30000000,10973360,21087118444,4026640,19026640,21472938752,134307660450,,,15000000,30000000
15976969,"2022-11-15 17:37:35 UTC",30000000,13053885,20379533156,1946115,16946115,21468912112,134288633810,,,15000000,30000000
15976970,"2022-11-15 17:37:47 UTC",30000000,13033578,20049025530,1966422,16966422,21466965997,134271687695,,,15000000,30000000
15976971,"2022-11-15 17:37:59 UTC",30000000,12684006,19720485156,2315994,17315994,21464999575,134254721273,,,15000000,30000000
15976972,"2022-11-15 17:38:11 UTC",30000000,22659744,19339880779,0,7340256,21462683581,134237405279,,,22659744,30000000
15976973,"2022-11-15 17:38:23 UTC",30000000,12248333,20574368576,2751667,17751667,21462683581,134230065023,,,15000000,30000000
15976974,"2022-11-15 17:38:35 UTC",30000000,15136671,20102586818,0,14863329,21459931914,134212313356,,,15136671,30000000
15976975,"2022-11-15 17:38:47 UTC",30000000,8284755,20125482156,6715245,21715245,21459931914,134197450027,,,15000000,30000000
15976976,"2022-11-15 17:38:59 UTC",30000000,13054264,18999252628,1945736,16945736,21453216669,134175734782,,,15000000,30000000
15976977,"2022-11-15 17:39:11 UTC",30000000,15178139,18691189880,0,14821861,21451270933,134158789046,,,15178139,30000000
15976978,"2022-11-15 17:39:23 UTC",30000000,12698980,18718936795,2301020,17301020,21451270933,134143967185,,,15000000,30000000
15976979,"2022-11-15 17:39:35 UTC",30000000,0,18359998063,15000000,30000000,21448969913,134126666165,,,15000000,30000000
15976980,"2022-11-15 17:39:47 UTC",30000000,29680629,16064998306,0,319371,21433969913,134096666165,,,29680629,30000000
15976981,"2022-11-15 17:39:59 UTC",30000000,16378359,18030367306,0,13621641,21433969913,134096346794,,,16378359,30000000
15976982,"2022-11-15 17:40:11 UTC",30000000,12398735,18237469964,2601265,17601265,21433969913,134082725153,,,15000000,30000000
15976983,"2022-11-15 17:40:23 UTC",30000000,12455365,17842132529,2544635,17544635,21431368648,134065123888,,,15000000,30000000
15976984,"2022-11-15 17:40:35 UTC",30000000,12439283,17463784905,2560717,17560717,21428824013,134047579253,,,15000000,30000000
15976985,"2022-11-15 17:40:47 UTC",30000000,0,17091119815,15000000,30000000,21426263296,134030018536,,,15000000,30000000
15976986,"2022-11-15 17:40:59 UTC",30000000,29976580,14954729839,0,23420,21411263296,134000018536,,,29976580,30000000
15976987,"2022-11-15 17:41:11 UTC",30000000,11749204,16821152404,3250796,18250796,21411263296,133999995116,,,15000000,30000000
15976988,"2022-11-15 17:41:23 UTC",30000000,19861935,16365467947,0,10138065,21408012500,133981744320,,,19861935,30000000
15976989,"2022-11-15 17:41:35 UTC",30000000,16623900,17028533292,0,13376100,21408012500,133971606255,,,16623900,30000000
15976990,"2022-11-15 17:41:47 UTC",30000000,11334679,17258971918,3665321,18665321,21408012500,133958230155,,,15000000,30000000
15976991,"2022-11-15 17:41:59 UTC",30000000,15192689,16731807983,0,14807311,21404347179,133939564834,,,15192689,30000000
15976992,"2022-11-15 17:42:11 UTC",30000000,12927632,16758674944,2072368,17072368,21404347179,133924757523,,,15000000,30000000
15976993,"2022-11-15 17:42:23 UTC",30000000,19601087,16469257097,0,10398913,21402274811,133907685155,,,19601087,30000000
15976994,"2022-11-15 17:42:35 UTC",30000000,12773917,17100727803,2226083,17226083,21402274811,133897286242,,,15000000,30000000
15976995,"2022-11-15 17:42:47 UTC",30000000,12205984,16783497475,2794016,17794016,21400048728,133880060159,,,15000000,30000000
15976996,"2022-11-15 17:42:59 UTC",30000000,18119127,16392719471,0,11880873,21397254712,133862266143,,,18119127,30000000
15976997,"2022-11-15 17:43:11 UTC",30000000,11752351,16818810920,3247649,18247649,21397254712,133850385270,,,15000000,30000000
15976998,"2022-11-15 17:43:23 UTC",30000000,11786959,16363630967,3213041,18213041,21394007063,133832137621,,,15000000,30000000
15976999,"2022-11-15 17:43:35 UTC",30000000,13196838,15925489157,1803162,16803162,21390794022,133813924580,,,15000000,30000000
15977000,"2022-11-15 17:43:47 UTC",30000000,18806145,15686187184,0,11193855,21388990860,133797121418,,,18806145,30000000
15977001,"2022-11-15 17:43:59 UTC",30000000,15063337,16183719708,0,14936663,21388990860,133785927563,,,15063337,30000000
15977002,"2022-11-15 17:44:11 UTC",30000000,18886747,16192261610,0,11113253,21388990860,133770990900,,,18886747,30000000
15977003,"2022-11-15 17:44:23 UTC",30000000,13543279,16716721811,1456721,16456721,21388990860,133759877647,,,15000000,30000000
15977004,"2022-11-15 17:44:35 UTC",30000000,12127170,16513791814,2872830,17872830,21387534139,133743420926,,,15000000,30000000
15977005,"2022-11-15 17:44:47 UTC",30000000,15377871,16118447510,0,14622129,21384661309,133725548096,,,15377871,30000000
15977006,"2022-11-15 17:44:59 UTC",30000000,12258709,16169203292,2741291,17741291,21384661309,133710925967,,,15000000,30000000
15977007,"2022-11-15 17:45:11 UTC",30000000,15659963,15799832530,0,14340037,21381920018,133693184676,,,15659963,30000000
15977008,"2022-11-15 17:45:23 UTC",30000000,12923280,15886726737,2076720,17076720,21381920018,133678844639,,,15000000,30000000
15977009,"2022-11-15 17:45:35 UTC",30000000,12916716,15611791045,2083284,17083284,21379843298,133661767919,,,15000000,30000000
15977010,"2022-11-15 17:45:47 UTC",30000000,21297592,15340759425,0,8702408,21377760014,133644684635,,,21297592,30000000
15977011,"2022-11-15 17:45:59 UTC",30000000,12412429,16145841456,2587571,17587571,21377760014,133635982227,,,15000000,30000000
15977012,"2022-11-15 17:46:11 UTC",30000000,4486866,15797687197,10513134,25513134,21375172443,133618394656,,,15000000,30000000
15977013,"2022-11-15 17:46:23 UTC",30000000,29985577,14413660511,0,14423,21364659309,133592881522,,,29985577,30000000
15977014,"2022-11-15 17:46:35 UTC",30000000,15246969,16213635672,0,14753031,21364659309,133592867099,,,15246969,30000000
15977015,"2022-11-15 17:46:47 UTC",30000000,13697048,16247004550,1302952,16302952,21364659309,133578114068,,,15000000,30000000
15977016,"2022-11-15 17:46:59 UTC",30000000,12159995,16070595658,2840005,17840005,21363356357,133561811116,,,15000000,30000000
15977017,"2022-11-15 17:47:11 UTC",30000000,16511473,15690257558,0,13488527,21360516352,133543971111,,,16511473,30000000
15977018,"2022-11-15 17:47:23 UTC",30000000,24043768,15887885896,0,5956232,21360516352,133530482584,,,24043768,30000000
15977019,"2022-11-15 17:47:35 UTC",30000000,10584385,17085272179,4415615,19415615,21360516352,133524526352,,,15000000,30000000
15977020,"2022-11-15 17:47:47 UTC",30000000,11792080,16456588979,3207920,18207920,21356100737,133505110737,,,15000000,30000000
15977021,"2022-11-15 17:47:59 UTC",30000000,8476694,16016660472,6523306,21523306,21352892817,133486902817,,,15000000,30000000
15977022,"2022-11-15 17:48:11 UTC",30000000,16356734,15145980661,0,13643266,21346369511,133465379511,,,16356734,30000000
15977023,"2022-11-15 17:48:23 UTC",30000000,18591910,15317222885,0,11408090,21346369511,133451736245,,,18591910,30000000
15977024,"2022-11-15 17:48:35 UTC",30000000,15040023,15775706935,0,14959977,21346369511,133440328155,,,15040023,30000000
15977025,"2022-11-15 17:48:47 UTC",30000000,11814047,15780968527,3185953,18185953,21346369511,133425368178,,,15000000,30000000
15977026,"2022-11-15 17:48:59 UTC",30000000,13789772,15361989994,1210228,16210228,21343183558,133407182225,,,15000000,30000000
15977027,"2022-11-15 17:49:11 UTC",30000000,13338079,15207060741,1661921,16661921,21341973330,133390971997,,,15000000,30000000
15977028,"2022-11-15 17:49:23 UTC",30000000,6140885,14996452962,8859115,23859115,21340311409,133374310076,,,15000000,30000000
15977029,"2022-11-15 17:49:35 UTC",30000000,25677857,13889325451,0,4322143,21331452294,133350450961,,,25677857,30000000
15977030,"2022-11-15 17:49:47 UTC",30000000,12623348,15125227375,2376652,17376652,21331452294,133346128818,,,15000000,30000000
15977031,"2022-11-15 17:49:59 UTC",30000000,12573748,14825665693,2426252,17426252,21329075642,133328752166,,,15000000,30000000
15977032,"2022-11-15 17:50:11 UTC",30000000,13001310,14525909018,1998690,16998690,21326649390,133311325914,,,15000000,30000000
15977033,"2022-11-15 17:50:23 UTC",30000000,1214176,14283969109,13785824,28785824,21324650700,133294327224,,,15000000,30000000
15977034,"2022-11-15 17:50:35 UTC",30000000,29985288,12643000075,0,14712,21310864876,133265541400,,,29985288,30000000
15977035,"2022-11-15 17:50:47 UTC",30000000,14634782,14221825052,365218,15365218,21310864876,133265526688,,,15000000,30000000
15977036,"2022-11-15 17:50:59 UTC",30000000,16380182,14178541165,0,13619818,21310499658,133250161470,,,16380182,30000000
15977037,"2022-11-15 17:51:11 UTC",30000000,16542909,14341615892,0,13457091,21310499658,133236541652,,,16542909,30000000
15977038,"2022-11-15 17:51:23 UTC",30000000,15318438,14526014293,0,14681562,21310499658,133223084561,,,15318438,30000000
15977039,"2022-11-15 17:51:35 UTC",30000000,16005198,14564561250,0,13994802,21310499658,133208402999,,,16005198,30000000
15977040,"2022-11-15 17:51:47 UTC",30000000,10409879,14686563481,4590121,19590121,21310499658,133194408197,,,15000000,30000000
15977041,"2022-11-15 17:51:59 UTC",30000000,21201899,14124787619,0,8798101,21305909537,133174818076,,,21201899,30000000
15977042,"2022-11-15 17:52:11 UTC",30000000,10832666,14854791837,4167334,19167334,21305909537,133166019975,,,15000000,30000000
15977043,"2022-11-15 17:52:23 UTC",30000000,17609720,14338917845,0,12390280,21301742203,133146852641,,,17609720,30000000
15977044,"2022-11-15 17:52:35 UTC",30000000,13910692,14650755850,1089308,16089308,21301742203,133134462361,,,15000000,30000000
15977045,"2022-11-15 17:52:47 UTC",30000000,14337663,14517762638,662337,15662337,21300652895,133118373053,,,15000000,30000000
15977046,"2022-11-15 17:52:59 UTC",30000000,13348701,14437632211,1651299,16651299,21299990558,133102710716,,,15000000,30000000
15977047,"2022-11-15 17:53:11 UTC",30000000,19955435,14238958481,0,10044565,21298339259,133086059417,,,19955435,30000000
15977048,"2022-11-15 17:53:23 UTC",30000000,9510940,14826960424,5489060,20489060,21298339259,133076014852,,,15000000,30000000
15977049,"2022-11-15 17:53:35 UTC",30000000,10797402,14148743130,4202598,19202598,21292850199,133055525792,,,15000000,30000000
15977050,"2022-11-15 17:53:47 UTC",30000000,17269112,13653230801,0,12730888,21288647601,133036323194,,,17269112,30000000
15977051,"2022-11-15 17:53:59 UTC",30000000,13043112,13911403383,1956888,16956888,21288647601,133023592306,,,15000000,30000000
15977052,"2022-11-15 17:54:11 UTC",30000000,23656876,13684544564,0,6343124,21286690713,133006635418,,,23656876,30000000
15977053,"2022-11-15 17:54:47 UTC",30000000,29953981,14671756275,0,46019,21286690713,133000292294,,,29953981,30000000
15977054,"2022-11-15 17:54:59 UTC",30000000,13409870,16500099313,1590130,16590130,21286690713,133000246275,,,15000000,30000000
15977055,"2022-11-15 17:55:11 UTC",30000000,14515638,16281455122,484362,15484362,21285100583,132983656145,,,15000000,30000000
15977056,"2022-11-15 17:55:23 UTC",30000000,12876337,16215737471,2123663,17123663,21284616221,132968171783,,,15000000,30000000
15977057,"2022-11-15 17:55:35 UTC",30000000,10767793,15928764457,4232207,19232207,21282492558,132951048120,,,15000000,30000000
15977058,"2022-11-15 17:55:47 UTC",30000000,12066984,15366982554,2933016,17933016,21278260351,132931815913,,,15000000,30000000
15977059,"2022-11-15 17:55:59 UTC",30000000,10477223,14991385840,4522777,19522777,21275327335,132913882897,,,15000000,30000000
15977060,"2022-11-15 17:56:11 UTC",30000000,22112756,14426363382,0,7887244,21270804558,132894360120,,,22112756,30000000
15977061,"2022-11-15 17:56:23 UTC",30000000,14417078,15281456737,582922,15582922,21270804558,132886472876,,,15000000,30000000
15977062,"2022-11-15 17:56:35 UTC",30000000,10863277,15207224260,4136723,19136723,21270221636,132870889954,,,15000000,30000000
15977063,"2022-11-15 17:56:47 UTC",30000000,15682741,14682990307,0,14317259,21266084913,132851753231,,,15682741,30000000
15977064,"2022-11-15 17:56:59 UTC",30000000,1379010,14766529302,13620990,28620990,21266084913,132837435972,,,15000000,30000000
15977065,"2022-11-15 17:57:11 UTC",30000000,29993031,13090406403,0,6969,21252463923,132808814982,,,29993031,30000000
15977066,"2022-11-15 17:57:23 UTC",30000000,17808549,14725946978,0,12191451,21252463923,132808808013,,,17808549,30000000
15977067,"2022-11-15 17:57:35 UTC",30000000,16130698,15070601508,0,13869302,21252463923,132796616562,,,16130698,30000000
15977068,"2022-11-15 17:57:47 UTC",30000000,16304972,15212603999,0,13695028,21252463923,132782747260,,,16304972,30000000
15977069,"2022-11-15 17:57:59 UTC",30000000,13466834,15378037517,1533166,16533166,21252463923,132769052232,,,15000000,30000000
