votes,gas,blocks15,blocks30,fee15,fee30
96980,148385606720,,,,
79039,120934728496,,,,
93048,142369395072,,,,
34164,52273106496,,,,
76540,117111098560,,,,
49896,76344073344,,,,
93689,143350166096,,,,
34422,52667863008,,,,
62658,95870750112,,,,
37596,57524286144,,,,
87972,134602790208,,,,
76967,117764435888,,,,
40601,62122128464,,,,
55044,84220842816,,,,
44039,67382488496,,,,
38741,59276209424,,,,
81284,124369722176,,,,
33476,51220422464,,,,
76014,116306284896,,,,
49673,76002869072,,,,
19879,30416142256,,,,
71294,109084382816,,,,
55626,85111340064,,,,
5617,8594369488,,,,
92818,142017480352,,,,
74997,114750209808,,,,
95569,146226686416,,,,
33505,51264794320,,,,
83307,127465041648,,,,
73107,111858388848,,,,
24207,37038259248,,,,
51163,78282664432,,,,
36144,55302633216,,,,
69873,106910161872,,,,
46523,71183167472,,,,
28658,43848574112,,,,
40221,61540704144,,,,
93223,142637156272,,,,
88216,134976125824,,,,
28885,44195898640,,,,
25451,38941658864,,,,
79031,120922487984,,,,
75723,115861036272,,,,
71112,108805911168,,,,
48442,74119360288,,,,
30446,46584328544,,,,
98919,151352400816,,,,
41488,63479295232,,,,
87212,133439941568,,,,
64881,99272082384,,,,
35965,55028751760,,,,
37865,57935873360,,,,
46860,71698799040,,,,
73623,112647901872,,,,
84764,129694344896,,,,
72779,111356527856,,,,
67560,103371123840,,,,
77068,117918972352,,,,
64469,98641696016,,,,
33709,51576927376,,,,
51953,79491414992,,,,
37607,57541116848,,,,
77450,118503456800,,,,
47437,72581645968,,,,
44593,68230143952,,,,
56175,85951345200,,,,
10906,16686877984,,,,
16083,24608019312,,,,
70580,107991917120,,,,
54513,83408378832,,,,
79355,121418228720,,,,
13371,20458485744,,,,
45880,70199336320,,,,
82329,125968639056,,,,
24392,37321321088,,,,
79097,121023472208,,,,
78531,120157455984,,,,
29393,44973171152,,,,
14294,21870734816,,,,
73226,112040466464,,,,
91721,140339000144,,,,
19275,29491983600,,,,
36742,56217611488,,,,
85718,131154025952,,,,
28164,43092722496,,,,
60819,93056962416,,,,
85102,130211506528,,,,
75688,115807484032,,,,
53594,82002250016,,,,
25770,39429749280,,,,
66019,101013295216,,,,
66064,101082148096,,,,
85932,131481459648,,,,
57110,87381955040,,,,
12985,19867881040,,,,
57553,88059773392,,,,
13161,20137172304,,,,
29538,45195030432,,,,
81167,124190704688,,,,
26434,40445711776,,,,
22071,33770042544,,,,
17949,27463118736,,,,
91487,139980965168,,,,
22123,33849605872,,,,
30778,47092309792,,,,
76520,117080497280,,,,
25067,38354114288,,,,
81217,124267207888,,,,
20093,30743575952,,,,
47728,73026894592,,,,
13773,21073571472,,,,
31318,47918544352,,,,
69575,106454202800,,,,
86242,131955779488,,,,
13379,20470726256,,,,
36829,56350727056,,,,
89824,137436468736,,,,
69718,106673001952,,,,
16599,25397532336,,,,
10455,15996819120,,,,
61280,93762321920,,,,
98018,149973813152,,,,
60608,92734118912,,,,
31951,48887074864,,,,
10343,15825451952,,,,
22908,35050706112,,,,
9072,13880740608,,,,
39912,61067914368,,,,
55739,85284237296,,,,
49247,75351061808,,,,
58454,89438361056,,,,
62258,95258724512,,,,
41630,63696564320,,,,
40610,62135899040,,,,
9504,14541728256,,,,
48163,73692472432,,,,
80519,123199223216,,,,
70342,107627761888,,,,
42413,64894604432,,,,
81787,125139344368,,,,
37978,58108770592,,,,
9962,15242497568,,,,
8116,12417999424,,,,
22636,34634528704,,,,
55350,84689042400,,,,
87763,134283006832,,,,
55865,85477025360,,,,
22206,33976601184,,,,
11511,17612566704,,,,
36876,56422640064,,,,
51900,79410321600,,,,
92275,141186655600,,,,
46907,71770712048,,,,
13818,21142424352,,,,
59426,90925583264,,,,
59206,90588969184,,,,
25139,38464278896,,,,
59505,91046458320,,,,
75655,115756991920,,,,
66958,102450025312,,,,
32188,49249700032,,,,
35289,53994428496,,,,
45961,70323271504,,,,
67554,103361943456,,,,
67326,103013088864,,,,
37417,57250404688,,,,
52360,80114151040,,,,
24125,36912794000,,,,
35195,53850602480,,,,
20266,31008277024,,,,
39312,60149875968,,,,
44613,68260745232,,,,
43363,66348165232,,,,
96358,147433906912,,,,
6327,9680714928,,,,
31799,48654505136,,,,
39162,59920366368,,,,
87146,133338957344,,,,
75014,114776220896,,,,
40096,61349446144,,,,
87658,134122350112,,,,
50762,77669108768,,,,
12750,19508316000,,,,
99198,151779288672,,,,
48759,74604390576,,,,
8931,13665001584,,,,
81996,125459127744,,,,
21517,32922387088,,,,
88285,135081700240,,,,
11105,16991360720,,,,
63984,97899614976,,,,
99027,151517647728,,,,
49022,75006797408,,,,
72728,111278494592,,,,
67795,103730688880,,,,
79048,120948499072,,,,
14231,21774340784,,,,
90342,138229041888,,,,
63197,96695454608,,,,
73154,111930301856,,,,
10884,16653216576,,,,
21090,32269049760,,,,
99404,152094481856,,,,
59092,90414541888,,,,
17857,27322352848,,,,
32919,50368176816,,,,
40238,61566715232,,,,
66256,101375920384,,,,
98082,150071737248,,,,
98356,150490974784,,,,
42733,65384224912,,,,
5221,7988464144,,,,
16396,25086929344,,,,
73734,112817738976,,,,
97392,149015993088,,,,
15260,23348776640,,,,
5352,8188902528,,,,
92685,141813981840,,,,
58347,89274644208,,,,
52816,80811860224,,,,
51842,79321577888,,,,
92580,141653325120,,,,
25263,38654006832,,,,
53164,81344322496,,,,
87646,134103989344,,,,
63829,97662455056,,,,
44983,68826868912,,,,
91446,139918232544,,,,
31213,47757887632,,,,
95571,146229746544,,,,
77132,118016896448,,,,
27114,41486155296,,,,
9479,14503476656,,,,
89395,136780071280,,,,
46718,71481529952,,,,
63898,97768029472,,,,
29988,45883559232,,,,
27655,42313919920,,,,
92525,141569171600,,,,
61823,94593146672,,,,
15073,23062654672,,,,
39858,60985290912,,,,
79201,121182598864,,,,
97413,149048124432,,,,
42276,64684985664,,,,
75007,114765510448,,,,
84194,128822208416,,,,
71985,110141657040,,,,
79953,122333206992,,,,
74282,113656214048,,,,
94577,144708862928,,,,
58745,89883609680,,,,
56558,86537359712,,,,
60952,93260460928,,,,
44169,67581396816,,,,
47277,72336835728,,,,
97848,149713702272,,,,
14291,21866144624,,,,
28599,43758300336,,,,
63860,97709887040,,,,
91936,140667963904,,,,
19226,29417010464,,,,
38183,58422433712,,,,
59821,91529958544,,,,
93412,142926338368,,,,
76448,116970332672,,,,
83133,127198810512,,,,
61095,93479260080,,,,
35466,54265249824,,,,
87312,133592947968,,,,
87889,134475794896,,,,
15243,23322765552,,,,
40216,61533053824,,,,
36721,56185480144,,,,
27414,41945174496,,,,
16276,24903321664,,,,
28603,43764420592,,,,
85543,130886264752,,,,
20565,31465766160,,,,
76516,117074377024,,,,
35502,54320332128,,,,
73936,113126811904,,,,
19246,29447611744,,,,
73572,112569868608,,,,
97759,149577526576,,,,
25823,39510842672,,,,
81464,124645133696,,,,
18684,28587715776,,,,
52260,79961144640,,,,
28202,43150864928,,,,
23016,35215953024,,,,
82492,126218039488,,,,
83747,128138269808,,,,
81123,124123381872,,,,
94449,144513014736,,,,
73310,112168991840,,,,
84359,129074668976,,,,
53815,82340394160,,,,
31204,47744117056,,,,
42865,65586193360,,,,
52939,81000058096,,,,
56162,85931454368,,,,
22787,34865568368,,,,
99932,152902355648,,,,
67414,103147734496,,,,
54378,83201820192,,,,
33752,51642720128,,,,
25181,38528541584,,,,
22909,35052236176,,,,
8739,13371229296,,,,
67836,103793421504,,,,
46134,70587972576,,,,
57381,87796602384,,,,
49320,75462756480,,,,
62913,96260916432,,,,
99322,151969016608,,,,
48184,73724603776,,,,
97114,148590635296,,,,
17887,27368254768,,,,
86712,132674909568,,,,
91988,140747527232,,,,
10779,16492559856,,,,
45779,70044799856,,,,
24499,37485037936,,,,
10583,16192667312,,,,
20246,30977675744,,,,
23835,36469075440,,,,
81162,124183054368,,,,
33577,51374958928,,,,
30105,46062576720,,,,
98483,150685292912,,,,
76294,116734702816,,,,
19545,29905100880,,,,
25944,39695980416,,,,
37045,56681220880,,,,
39741,60806273424,,,,
88323,135139842672,,,,
35700,54623284800,,,,
10881,16648626384,,,,
19128,29267064192,,,,
21002,32134404128,,,,
32122,49148715808,,,,
29826,45635688864,,,,
34619,52969285616,,,,
38026,58182213664,,,,
49418,75612702752,,,,
66422,101629911008,,,,
72837,111445271568,,,,
28473,43565512272,,,,
43145,66014611280,,,,
46369,70947537616,,,,
71709,109719359376,,,,
69504,106345568256,,,,
63314,96874472096,,,,
81132,124137152448,,,,
20718,31699865952,,,,
24106,36883722784,,,,
31632,48398984448,,,,
83838,128277505632,,,,
43702,66866856928,,,,
39853,60977640592,,,,
15971,24436652144,,,,
57674,88244911136,,,,
33945,51938022480,,,,
34297,52476605008,,,,
49363,75528549232,,,,
48481,74179032784,,,,
95285,145792148240,,,,
77137,118024546768,,,,
48585,74338159440,,,,
56117,85862601488,,,,
51831,79304747184,,,,
22388,34255072832,,,,
59428,90928643392,,,,
55559,85008825776,,,,
61067,93436418288,,,,
60967,93283411888,,,,
52535,80381912240,,,,
30483,46640940912,,,,
98480,150680702720,,,,
65244,99827495616,,,,
54836,83902589504,,,,
69659,106582728176,,,,
29793,45585196752,,,,
52856,80873062784,,,,
14267,21829423088,,,,
22114,33835835296,,,,
46027,70424255728,,,,
56461,86388943504,,,,
6408,9804650112,,,,
58920,90151370880,,,,
15337,23466591568,,,,
71296,109087442944,,,,
72743,111301445552,,,,
37459,57314667376,,,,
34654,53022837856,,,,
61972,94821126208,,,,
15188,23238612032,,,,
30915,47301928560,,,,
29358,44919618912,,,,
9364,14327519296,,,,
57824,88474420736,,,,
83760,128158160640,,,,
7963,12183899632,,,,
49645,75960027280,,,,
62395,95468343280,,,,
21763,33298782832,,,,
30374,46474163936,,,,
27803,42540369392,,,,
51500,78798296000,,,,
20605,31526968720,,,,
43307,66262481648,,,,
92997,142291361808,,,,
67702,103588392928,,,,
17400,26623113600,,,,
97341,148937959824,,,,
30182,46180391648,,,,
17309,26483877776,,,,
90842,138994073888,,,,
32164,49212978496,,,,
15108,23116206912,,,,
68032,104093314048,,,,
31277,47855811728,,,,
86787,132789664368,,,,
74343,113749547952,,,,
79165,121127516560,,,,
18158,27782902112,,,,
62453,95557086992,,,,
79249,121256041936,,,,
42146,64486077344,,,,
43547,66629697008,,,,
73937,113128341968,,,,
85915,131455448560,,,,
43041,65855484624,,,,
55894,85521397216,,,,
90484,138446310976,,,,
88649,135638643536,,,,
64121,98109233744,,,,
46918,71787542752,,,,
91954,140695505056,,,,
81155,124172343920,,,,
54945,84069366480,,,,
53213,81419295632,,,,
26002,39784724128,,,,
65189,99743342096,,,,
66478,101715594592,,,,
64249,98305081936,,,,
87334,133626609376,,,,
89246,136552091744,,,,
53713,82184327632,,,,
76081,116408799184,,,,
49180,75248547520,,,,
40742,62337867488,,,,
16710,25567369440,,,,
42831,65534171184,,,,
79959,122342387376,,,,
72354,110706250656,,,,
70978,108600882592,,,,
73346,112224074144,,,,
90558,138559535712,,,,
5666,8669342624,,,,
26326,40280464864,,,,
32901,50340635664,,,,
36410,55709630240,,,,
64435,98589673840,,,,
95115,145532037360,,,,
22890,35023164960,,,,
76459,116987163376,,,,
95229,145706464656,,,,
61170,93594014880,,,,
71016,108659025024,,,,
42173,64527389072,,,,
57112,87385015168,,,,
98210,150267585440,,,,
30159,46145200176,,,,
90909,139096588176,,,,
6107,9344100848,,,,
74792,114436546688,,,,
8930,13663471520,,,,
19596,29983134144,,,,
72590,111067345760,,,,
16354,25022666656,,,,
20257,30994506448,,,,
76299,116742353136,,,,
51027,78074575728,,,,
36610,56015643040,,,,
88270,135058749280,,,,
41151,62963663664,,,,
89186,136460287904,,,,
15885,24305066640,,,,
95544,146188434816,,,,
79971,122360748144,,,,
9141,13986315024,,,,
79770,122053205280,,,,
11077,16948518928,,,,
19960,30540077440,,,,
97213,148742111632,,,,
66477,101714064528,,,,
13490,20640563360,,,,
60391,92402095024,,,,
76595,117195252080,,,,
23143,35410271152,,,,
68740,105176599360,,,,
41736,63858751104,,,,
69761,106738794704,,,,
37337,57127999568,,,,
96862,148205059168,,,,
57643,88197479152,,,,
11356,17375406784,,,,
57543,88044472752,,,,
11706,17910929184,,,,
70769,108281099216,,,,
40246,61578955744,,,,
66933,102411773712,,,,
51718,79131849952,,,,
22924,35075187136,,,,
32301,49422597264,,,,
76731,117403340784,,,,
61661,94345276304,,,,
36748,56226791872,,,,
67277,102938115728,,,,
36332,55590285248,,,,
23570,36063608480,,,,
60466,92516849824,,,,
96222,147225818208,,,,
99740,152608583360,,,,
92116,140943375424,,,,
25813,39495542032,,,,
31141,47647723024,,,,
78685,120393085840,,,,
8813,13484454032,,,,
69656,106578137984,,,,
29888,45730552832,,,,
31099,47583460336,,,,
75437,115423437968,,,,
65804,100684331456,,,,
28831,44113275184,,,,
10585,16195727440,,,,
46284,70817482176,,,,
27295,41763096880,,,,
11918,18235302752,,,,
63985,97901145040,,,,
48443,74120890352,,,,
23721,36294648144,,,,
42736,65388815104,,,,
32344,49488390016,,,,
61064,93431828096,,,,
64071,98032730544,,,,
43736,66918879104,,,,
20578,31485656992,,,,
54354,83165098656,,,,
53455,81789571120,,,,
25019,38280671216,,,,
68512,104827744768,,,,
27761,42476106704,,,,
31137,47641602768,,,,
85248,130434895872,,,,
69584,106467973376,,,,
63954,97853713056,,,,
39149,59900475536,,,,
5095,7795676080,,,,
67944,103958668416,,,,
40169,61461140816,,,,
94619,144773125616,,,,
87463,133823987632,,,,
20132,30803248448,,,,
96785,148087244240,,,,
10879,16645566256,,,,
83396,127601217344,,,,
64187,98210217968,,,,
86505,132358186320,,,,
67456,103211997184,,,,
29366,44931859424,,,,
40450,61891088800,,,,
65809,100691981776,,,,
84882,129874892448,,,,
61114,93508331296,,,,
43069,65898326416,,,,
9772,14951785408,,,,
24606,37648754784,,,,
25420,38894226880,,,,
45426,69504687264,,,,
95805,146587781520,,,,
87693,134175902352,,,,
48263,73845478832,,,,
95316,145839580224,,,,
20491,31352541424,,,,
75187,115040921968,,,,
98546,150781686944,,,,
94730,144942962720,,,,
68362,104598235168,,,,
27071,41420362544,,,,
68393,104645667152,,,,
20641,31582051024,,,,
98895,151315679280,,,,
31101,47586520464,,,,
92229,141116272656,,,,
75470,115473930080,,,,
58431,89403169584,,,,
66972,102471446208,,,,
8377,12817346128,,,,
58039,88803384496,,,,
28896,44212729344,,,,
46975,71874756400,,,,
70226,107450274464,,,,
60554,92651495456,,,,
16795,25697424880,,,,
54616,83565975424,,,,
82507,126240990448,,,,
30331,46408371184,,,,
60188,92091492032,,,,
75302,115216879328,,,,
82722,126569954208,,,,
55283,84586528112,,,,
43684,66839315776,,,,
72247,110542533808,,,,
46445,71063822480,,,,
78765,120515490960,,,,
37267,57020895088,,,,
8954,13700193056,,,,
23640,36170712960,,,,
78481,120080952784,,,,
33096,50638998144,,,,
76599,117201372336,,,,
46394,70985789216,,,,
16800,25705075200,,,,
73724,112802438336,,,,
43052,65872315328,,,,
38148,58368881472,,,,
78077,119462806928,,,,
58245,89118577680,,,,
68698,105112336672,,,,
46996,71906887744,,,,
95553,146202205392,,,,
24377,37298370128,,,,
66114,101158651296,,,,
71951,110089634864,,,,
77116,117992415424,,,,
77687,118866081968,,,,
47326,72411808864,,,,
90283,138138768112,,,,
32714,50054513696,,,,
56727,86795940528,,,,
17307,26480817648,,,,
6961,10650775504,,,,
92737,141893545168,,,,
83937,128428981968,,,,
20903,31982927792,,,,
20163,30850680432,,,,
37238,56976523232,,,,
5038,7708462432,,,,
87789,134322788496,,,,
76116,116462351424,,,,
31004,47438104256,,,,
7747,11853405808,,,,
34046,52092558944,,,,
81262,124336060768,,,,
78563,120206418032,,,,
74675,114257529200,,,,
10164,15551570496,,,,
45942,70294200288,,,,
42150,64492197600,,,,
79664,121891018496,,,,
21543,32962168752,,,,
48590,74345809760,,,,
20967,32080851888,,,,
48128,73638920192,,,,
68897,105416819408,,,,
54074,82736680736,,,,
88520,135441265280,,,,
30927,47320289328,,,,
94604,144750174656,,,,
68786,105246982304,,,,
53183,81373393712,,,,
77364,118371871296,,,,
78911,120738880304,,,,
18293,27989460752,,,,
96543,147716968752,,,,
11116,17008191424,,,,
99629,152438746256,,,,
63034,96446054176,,,,
34525,52825459600,,,,
20923,32013529072,,,,
40321,61693710544,,,,
53912,82488810368,,,,
8592,13146309888,,,,
76254,116673500256,,,,
91030,139281725920,,,,
48280,73871489920,,,,
83739,128126029296,,,,
81045,124004036880,,,,
64516,98713609024,,,,
19569,29941822416,,,,
82498,126227219872,,,,
30783,47099960112,,,,
95270,145769197280,,,,
38472,58864622208,,,,
74116,113402223424,,,,
80834,123681193376,,,,
28619,43788901616,,,,
28991,44358085424,,,,
45016,68877361024,,,,
38591,59046699824,,,,
90612,138642159168,,,,
52831,80834811184,,,,
88691,135702906224,,,,
65878,100797556192,,,,
90369,138270353616,,,,
72227,110511932528,,,,
64443,98601914352,,,,
7336,11224549504,,,,
14172,21684067008,,,,
6017,9206395088,,,,
62770,96042117280,,,,
24960,38190397440,,,,
71132,108836512448,,,,
50422,77148887008,,,,
90694,138767624416,,,,
5850,8950874400,,,,
79178,121147407392,,,,
13870,21221987680,,,,
66918,102388822752,,,,
79459,121577355376,,,,
28480,43576222720,,,,
45922,70263599008,,,,
68147,104269271408,,,,
84554,129373031456,,,,
88866,135970667424,,,,
75161,115001140304,,,,
31043,47497776752,,,,
42904,65645865856,,,,
70467,107819019888,,,,
23090,35329177760,,,,
72394,110767453216,,,,
51226,78379058464,,,,
33006,50501292384,,,,
20616,31543799424,,,,
46580,71270381120,,,,
13648,20882313472,,,,
79114,121049483296,,,,
15244,23324295616,,,,
94709,144910831376,,,,
27254,41700364256,,,,
57874,88550923936,,,,
38661,59153804304,,,,
71084,108763069376,,,,
46480,71117374720,,,,
47711,73000883504,,,,
70563,107965906032,,,,
39819,60925618416,,,,
16432,25142011648,,,,
82108,125630494912,,,,
14321,21912046544,,,,
17680,27051531520,,,,
89232,136530670848,,,,
26748,40926151872,,,,
80152,122637689728,,,,
60750,92951388000,,,,
22825,34923710800,,,,
10598,16215618272,,,,
89825,137437998800,,,,
16216,24811517824,,,,
30954,47361601056,,,,
38618,59088011552,,,,
16827,25746386928,,,,
66848,102281718272,,,,
92402,141380973728,,,,
67564,103377244096,,,,
24786,37924166304,,,,
83143,127214111152,,,,
74058,113313479712,,,,
94945,145271926480,,,,
51090,78170969760,,,,
57583,88105675312,,,,
69099,105725892336,,,,
41279,63159511856,,,,
59509,91052578576,,,,
42239,64628373296,,,,
87156,133354257984,,,,
68176,104313643264,,,,
48667,74463624688,,,,
46319,70871034416,,,,
24870,38052691680,,,,
43916,67194290624,,,,
76651,117280935664,,,,
66969,102466856016,,,,
32896,50332985344,,,,
40121,61387697744,,,,
7258,11105204512,,,,
22518,34453981152,,,,
33546,51327526944,,,,
18260,27938968640,,,,
67639,103491998896,,,,
67954,103973969056,,,,
92595,141676276080,,,,
37966,58090409824,,,,
52387,80155462768,,,,
83921,128404500944,,,,
18891,28904439024,,,,
22101,33815944464,,,,
57701,88286222864,,,,
25972,39738822208,,,,
16555,25330209520,,,,
49901,76351723664,,,,
66454,101678873056,,,,
88554,135493287456,,,,
58415,89378688560,,,,
23924,36605251136,,,,
59493,91028097552,,,,
95739,146486797296,,,,
89308,136646955712,,,,
13175,20158593200,,,,
11011,16847534704,,,,
27921,42720916944,,,,
19644,30056577216,,,,
67610,103447627040,,,,
75482,115492290848,,,,
28232,43196766848,,,,
8450,12929040800,,,,
54620,83572095680,,,,
80006,122414300384,,,,
84759,129686694576,,,,
72538,110987782432,,,,
41082,62858089248,,,,
89381,136758650384,,,,
24551,37564601264,,,,
20552,31445875328,,,,
76450,116973392800,,,,
53575,81973178800,,,,
25851,39553684464,,,,
50900,77880257600,,,,
61121,93519041744,,,,
66826,102248056864,,,,
22538,34484582432,,,,
66592,101890021888,,,,
62578,95748344992,,,,
70629,108066890256,,,,
10007,15311350448,,,,
74953,114682886992,,,,
47528,72720881792,,,,
88418,135285198752,,,,
84780,129718825920,,,,
72529,110974011856,,,,
56767,86857143088,,,,
22034,33713430176,,,,
88786,135848262304,,,,
86902,132965621728,,,,
66729,102099640656,,,,
99104,151635462656,,,,
88051,134723665264,,,,
64090,98061801760,,,,
40728,62316446592,,,,
51429,78689661456,,,,
75121,114939937744,,,,
51119,78215341616,,,,
88549,135485637136,,,,
42459,64964987376,,,,
28570,43713928480,,,,
95927,146774449328,,,,
26248,40161119872,,,,
7432,11371435648,,,,
9959,15237907376,,,,
31555,48281169520,,,,
60043,91869632752,,,,
33415,51127088560,,,,
72064,110262532096,,,,
51127,78227582128,,,,
37136,56820456704,,,,
41406,63353829984,,,,
62692,95922772288,,,,
89124,136365423936,,,,
29134,44576884576,,,,
73904,113077849856,,,,
95914,146754558496,,,,
91569,140106430416,,,,
32593,49869375952,,,,
31724,48539750336,,,,
18283,27974160112,,,,
93574,143174208736,,,,
7442,11386736288,,,,
80426,123056927264,,,,
90877,139047626128,,,,
15131,23151398384,,,,
76630,117248804320,,,,
33545,51325996880,,,,
51421,78677420944,,,,
31833,48706527312,,,,
89199,136480178736,,,,
37632,57579368448,,,,
20717,31698335888,,,,
82045,125534100880,,,,
86845,132878408080,,,,
5561,8508685904,,,,
12527,19167111728,,,,
62432,95524955648,,,,
76575,117164650800,,,,
59408,90898042112,,,,
25850,39552154400,,,,
59659,91282088176,,,,
76614,117224323296,,,,
39113,59845393232,,,,
59374,90846019936,,,,
62226,95209762464,,,,
67621,103464457744,,,,
55799,85376041136,,,,
78050,119421495200,,,,
48768,74618161152,,,,
65181,99731101584,,,,
90411,138334616304,,,,
97316,148899708224,,,,
53451,81783450864,,,,
38283,58575440112,,,,
84075,128640130800,,,,
51704,79110429056,,,,
24827,37986898928,,,,
93392,142895737088,,,,
30886,47257556704,,,,
36909,56473132176,,,,
55768,85328609152,,,,
11611,17765573104,,,,
44184,67604347776,,,,
92815,142012890160,,,,
58053,88824805392,,,,
68547,104881297008,,,,
32598,49877026272,,,,
93764,143464920896,,,,
55746,85294947744,,,,
74314,113705176096,,,,
62089,95000143696,,,,
45030,68898781920,,,,
15012,22969320768,,,,
81887,125292350768,,,,
54492,83376247488,,,,
63838,97676225632,,,,
97264,148820144896,,,,
79380,121456480320,,,,
62416,95500474624,,,,
62875,96202774000,,,,
18405,28160827920,,,,
83079,127116187056,,,,
91790,140444574560,,,,
11355,17373876720,,,,
40052,61282123328,,,,
27570,42183864480,,,,
12688,19413452032,,,,
30470,46621050080,,,,
31856,48741718784,,,,
54914,84021934496,,,,
86919,132991632816,,,,
46714,71475409696,,,,
5764,8819288896,,,,
19989,30584449296,,,,
88388,135239296832,,,,
10917,16703708688,,,,
90443,138383578352,,,,
55039,84213192496,,,,
53982,82595914848,,,,
39072,59782660608,,,,
91997,140761297808,,,,
52438,80233496032,,,,
40198,61505512672,,,,
58916,90145250624,,,,
27259,41708014576,,,,
80616,123347639424,,,,
22654,34662069856,,,,
30666,46920942624,,,,
95790,146564830560,,,,
11564,17693660096,,,,
83752,128145920128,,,,
98625,150902562000,,,,
24119,36903613616,,,,
51633,79001794512,,,,
89120,136359303680,,,,
36351,55619356464,,,,
30295,46353288880,,,,
40617,62146609488,,,,
81574,124813440736,,,,
45681,69894853584,,,,
8308,12711771712,,,,
74944,114669116416,,,,
53352,81631974528,,,,
92778,141956277792,,,,
61478,94065274592,,,,
83038,127053454432,,,,
37894,57980245216,,,,
86488,132332175232,,,,
74354,113766378656,,,,
98357,150492504848,,,,
29172,44635027008,,,,
61813,94577846032,,,,
69096,105721302144,,,,
9653,14769707792,,,,
58881,90091698384,,,,
65190,99744872160,,,,
21073,32243038672,,,,
69969,107057048016,,,,
75460,115458629440,,,,
78951,120800082864,,,,
71394,109237389216,,,,
7499,11473949936,,,,
90019,137734831216,,,,
47265,72318474960,,,,
63681,97436005584,,,,
54995,84145869680,,,,
26450,40470192800,,,,
54707,83705211248,,,,
56748,86828071872,,,,
24954,38181217056,,,,
85740,131187687360,,,,
37665,57629860560,,,,
68055,104128505520,,,,
44792,68534626688,,,,
31940,48870244160,,,,
92839,142049611696,,,,
40857,62513824848,,,,
70144,107324809216,,,,
60930,93226799520,,,,
71590,109537281760,,,,
54592,83529253888,,,,
41891,64095911024,,,,
85239,130421125296,,,,
14734,22543962976,,,,
76886,117640500704,,,,
80548,123243595072,,,,
21889,33491570896,,,,
27090,41449433760,,,,
31563,48293410032,,,,
88482,135383122848,,,,
77599,118731436336,,,,
72611,111099477104,,,,
43030,65838653920,,,,
13854,21197506656,,,,
75212,115079173568,,,,
82334,125976289376,,,,
45757,70011138448,,,,
29899,45747383536,,,,
99116,151653823424,,,,
97489,149164409296,,,,
10545,16134524880,,,,
35304,54017379456,,,,
35109,53719016976,,,,
67700,103585332800,,,,
47279,72339895856,,,,
55222,84493194208,,,,
32113,49134945232,,,,
55414,84786966496,,,,
61403,93950519792,,,,
92616,141708407424,,,,
96915,148286152560,,,,
35260,53950056640,,,,
47995,73435421680,,,,
15357,23497192848,,,,
42081,64386623184,,,,
98425,150596549200,,,,
62753,96016106192,,,,
82263,125867654832,,,,
79346,121404458144,,,,
99347,152007268208,,,,
76286,116722462304,,,,
96423,147533361072,,,,
93749,143441969936,,,,
25948,39702100672,,,,
84903,129907023792,,,,
23095,35336828080,,,,
48174,73709303136,,,,
36249,55463289936,,,,
61656,94337625984,,,,
78557,120197237648,,,,
42360,64813511040,,,,
93713,143386887632,,,,
48793,74656412752,,,,
35915,54952248560,,,,
84349,129059368336,,,,
23257,35584698448,,,,
37031,56659799984,,,,
88513,135430554832,,,,
49663,75987568432,,,,
26166,40035654624,,,,
81441,124609942224,,,,
53113,81266289232,,,,
25281,38681547984,,,,
68203,104354954992,,,,
12795,19577168880,,,,
92285,141201956240,,,,
86683,132630537712,,,,
38237,58505057168,,,,
19595,29981604080,,,,
98088,150080917632,,,,
75034,114806822176,,,,
28829,44110215056,,,,
7234,11068482976,,,,
58487,89488853168,,,,
14762,22586804768,,,,
30431,46561377584,,,,
59798,91494767072,,,,
13531,20703295984,,,,
27491,42062989424,,,,
22081,33785343184,,,,
35442,54228528288,,,,
36046,55152686944,,,,
7685,11758541840,,,,
33471,51212772144,,,,
53301,81553941264,,,,
89646,137164117344,,,,
81891,125298471024,,,,
98862,151265187168,,,,
24733,37843072912,,,,
68997,105569825808,,,,
52649,80556339536,,,,
10930,16723599520,,,,
26015,39804614960,,,,
50515,77291182960,,,,
81898,125309181472,,,,
38713,59233367632,,,,
61009,93347674576,,,,
87778,134305957792,,,,
40499,61966061936,,,,
42771,65442367344,,,,
90725,138815056400,,,,
41841,64019407824,,,,
58400,89355737600,,,,
15935,24381569840,,,,
81474,124660434336,,,,
63957,97858303248,,,,
20383,31187294512,,,,
83348,127527774272,,,,
20628,31562160192,,,,
94099,143977492336,,,,
75971,116240492144,,,,
19258,29465972512,,,,
56372,86252767808,,,,
86993,133104857552,,,,
52669,80586940816,,,,
91389,139831018896,,,,
55337,84669151568,,,,
70526,107909293664,,,,
14544,22253250816,,,,
49032,75022098048,,,,
98955,151407483120,,,,
93496,143054863744,,,,
75113,114927697232,,,,
10470,16019770080,,,,
96055,146970297520,,,,
84690,129581120160,,,,
36569,55952910416,,,,
58334,89254753376,,,,
82115,125641205360,,,,
92274,141185125536,,,,
38973,59631184272,,,,
23354,35733114656,,,,
91656,140239545984,,,,
78989,120858225296,,,,
95133,145559578512,,,,
40547,62039505008,,,,
11200,17136716800,,,,
81051,124013217264,,,,
72752,111315216128,,,,
19741,30204993424,,,,
32298,49418007072,,,,
97837,149696871568,,,,
34212,52346549568,,,,
87900,134492625600,,,,
6792,10392194688,,,,
53428,81748259392,,,,
