votes,gas,blocks15,blocks30,fee15,fee30
45211,69175723504,,,,
43944,67237132416,,,,
7392,11310233088,,,,
46980,71882406720,,,,
33030,50538013920,,,,
77559,118670233776,,,,
90299,138163249136,,,,
66577,101867070928,,,,
19789,30278436496,,,,
89171,136437336944,,,,
94802,145053127328,,,,
41687,63783777968,,,,
25125,38442858000,,,,
40070,61309664480,,,,
11113,17003601232,,,,
22467,34375947888,,,,
60821,93060022544,,,,
65064,99552084096,,,,
78518,120137565152,,,,
89065,136275150160,,,,
93752,143446560128,,,,
29184,44653387776,,,,
14818,22672488352,,,,
36418,55721870752,,,,
76556,117135579584,,,,
55927,85571889328,,,,
53288,81534050432,,,,
26489,40529865296,,,,
80086,122536705504,,,,
86781,132780483984,,,,
60223,92145044272,,,,
38359,58691724976,,,,
68705,105123047120,,,,
96955,148347355120,,,,
77676,118849251264,,,,
86147,131810423408,,,,
35537,54373884368,,,,
14420,22063522880,,,,
65118,99634707552,,,,
20977,32096152528,,,,
49138,75184284832,,,,
99854,152783010656,,,,
68681,105086325584,,,,
98192,150240044288,,,,
19353,29611328592,,,,
63465,97105511760,,,,
58663,89758144432,,,,
95253,145743186192,,,,
19163,29320616432,,,,
82894,126833125216,,,,
77708,118898213312,,,,
71803,109863185392,,,,
45095,68998236080,,,,
41911,64126512304,,,,
57574,88091904736,,,,
9091,13909811824,,,,
35995,55074653680,,,,
62645,95850859280,,,,
71280,109062961920,,,,
60004,91809960256,,,,
26171,40043304944,,,,
14814,22666368096,,,,
79763,122042494832,,,,
8230,12592426720,,,,
25826,39515432864,,,,
6550,10021919200,,,,
71932,110060563648,,,,
60712,92893245568,,,,
77474,118540178336,,,,
33792,51703922688,,,,
86778,132775893792,,,,
45065,68952334160,,,,
90222,138045434208,,,,
54058,82712199712,,,,
45394,69455725216,,,,
98898,151320269472,,,,
83700,128066356800,,,,
55738,85282707232,,,,
48937,74876741968,,,,
90763,138873198832,,,,
6643,10164215152,,,,
51818,79284856352,,,,
42328,64764548992,,,,
72681,111206581584,,,,
31420,48074610880,,,,
88569,135516238416,,,,
31771,48611663344,,,,
49501,75739698064,,,,
5859,8964644976,,,,
93198,142598904672,,,,
55579,85039427056,,,,
24734,37844602976,,,,
15517,23742003088,,,,
72185,110447669840,,,,
96566,147752160224,,,,
29984,45877438976,,,,
15226,23296754464,,,,
89325,136672966800,,,,
35873,54887985872,,,,
28553,43687917392,,,,
11210,17152017440,,,,
29252,44757432128,,,,
30706,46982145184,,,,
45486,69596491104,,,,
57369,87778241616,,,,
54411,83252312304,,,,
59502,91041868128,,,,
14337,21936527568,,,,
86698,132653488672,,,,
19320,29560836480,,,,
81525,124738467600,,,,
97940,149854468160,,,,
30077,46019734928,,,,
14504,22192048256,,,,
85687,131106593968,,,,
61909,94724732176,,,,
69765,106744914960,,,,
81402,124550269728,,,,
35307,54021969648,,,,
18921,28950340944,,,,
67140,102728496960,,,,
73854,113001346656,,,,
22608,34591686912,,,,
10309,15773429776,,,,
55610,85086859040,,,,
92886,142121524704,,,,
97425,149066485200,,,,
37749,57758385936,,,,
76539,117109568496,,,,
29370,44937979680,,,,
20010,30616580640,,,,
63815,97641034160,,,,
66563,101845650032,,,,
65743,100590997552,,,,
22138,33872556832,,,,
9343,14295387952,,,,
99593,152383663952,,,,
48022,73476733408,,,,
29633,45340386512,,,,
38692,59201236288,,,,
99206,151791529184,,,,
69264,105978352896,,,,
45230,69204794720,,,,
48100,73596078400,,,,
50835,77780803440,,,,
51656,79036985984,,,,
71957,110098815248,,,,
57195,87512010480,,,,
72090,110302313760,,,,
21097,32279760208,,,,
38835,59420035440,,,,
13768,21065921152,,,,
86211,131908347504,,,,
98106,150108458784,,,,
15948,24401460672,,,,
89160,136420506240,,,,
39546,60507910944,,,,
92504,141537040256,,,,
81187,124221305968,,,,
8900,13617569600,,,,
26982,41284186848,,,,
28613,43779721232,,,,
32948,50412548672,,,,
21798,33352335072,,,,
21346,32660746144,,,,
20925,32016589200,,,,
82134,125670276576,,,,
23995,36713885680,,,,
63462,97100921568,,,,
65771,100633839344,,,,
90431,138365217584,,,,
83476,127723622464,,,,
28073,42953486672,,,,
54973,84112208272,,,,
92731,141884364784,,,,
98248,150325727872,,,,
89373,136746409872,,,,
44085,67452871440,,,,
63901,97772619664,,,,
36387,55674438768,,,,
8470,12959642080,,,,
55510,84933852640,,,,
10180,15576051520,,,,
94857,145137280848,,,,
63044,96461354816,,,,
41440,63405852160,,,,
98813,151190214032,,,,
24574,37599792736,,,,
10522,16099333408,,,,
43662,66805654368,,,,
11337,17346335568,,,,
94798,145047007072,,,,
19124,29260943936,,,,
51430,78691191520,,,,
71104,108793670656,,,,
84822,129783088608,,,,
14000,21420896000,,,,
73297,112149101008,,,,
52612,80499727168,,,,
80081,122529055184,,,,
37708,57695653312,,,,
41873,64068369872,,,,
34476,52750486464,,,,
92346,141295290144,,,,
11185,17113765840,,,,
66466,101697233824,,,,
17640,26990328960,,,,
80891,123768407024,,,,
78629,120307402256,,,,
71526,109439357664,,,,
40720,62304206080,,,,
23945,36637382480,,,,
27837,42592391568,,,,
27123,41499925872,,,,
78821,120601174544,,,,
66942,102425544288,,,,
15734,24074026976,,,,
32648,49953529472,,,,
50459,77205499376,,,,
27031,41359159984,,,,
11478,17562074592,,,,
56201,85991126864,,,,
36084,55210829376,,,,
51985,79540377040,,,,
32363,49517461232,,,,
27978,42808130592,,,,
95706,146436305184,,,,
50788,77708890432,,,,
78441,120019750224,,,,
25155,38488759920,,,,
73545,112528556880,,,,
89195,136474058480,,,,
94991,145342309424,,,,
91133,139439322512,,,,
54754,83777124256,,,,
80080,122527525120,,,,
31918,48836582752,,,,
82883,126816294512,,,,
70758,108264268512,,,,
17578,26895464992,,,,
36018,55109845152,,,,
38734,59265498976,,,,
25279,38678487856,,,,
47284,72347546176,,,,
28398,43450757472,,,,
44313,67801726032,,,,
34238,52386331232,,,,
67927,103932657328,,,,
34287,52461304368,,,,
16491,25232285424,,,,
31545,48265868880,,,,
48843,74732915952,,,,
77433,118477445712,,,,
41703,63808258992,,,,
54014,82644876896,,,,
86687,132636657968,,,,
40869,62532185616,,,,
37877,57954234128,,,,
84088,128660021632,,,,
51551,78876329264,,,,
63660,97403874240,,,,
7485,11452529040,,,,
70462,107811369568,,,,
67314,102994728096,,,,
38782,59338942048,,,,
6608,10110662912,,,,
15382,23535444448,,,,
34807,53256937648,,,,
33811,51732993904,,,,
47068,72017052352,,,,
36098,55232250272,,,,
80496,123164031744,,,,
15672,23979163008,,,,
27685,42359821840,,,,
78485,120087073040,,,,
88126,134838420064,,,,
7583,11602475312,,,,
38017,58168443088,,,,
97258,148810964512,,,,
66929,102405653456,,,,
30680,46942363520,,,,
54831,83894939184,,,,
62368,95427031552,,,,
93290,142739670560,,,,
27162,41559598368,,,,
86853,132890648592,,,,
32034,49014070176,,,,
44970,68806978080,,,,
15613,23888889232,,,,
67018,102541829152,,,,
14894,22788773216,,,,
65229,99804544656,,,,
59256,90665472384,,,,
97460,149120037440,,,,
84444,129204724416,,,,
37631,57577838384,,,,
67062,102609151968,,,,
80664,123421082496,,,,
9170,14030686880,,,,
29250,44754372000,,,,
27667,42332280688,,,,
86654,132586165856,,,,
53520,81889025280,,,,
27136,41519816704,,,,
22960,35130269440,,,,
53843,82383235952,,,,
61704,94411069056,,,,
15533,23766484112,,,,
22951,35116498864,,,,
94467,144540555888,,,,
90432,138366747648,,,,
35709,54637055376,,,,
88928,136065531392,,,,
56146,85906973344,,,,
7693,11770782352,,,,
75351,115291852464,,,,
91733,140357360912,,,,
12950,19814328800,,,,
38422,58788119008,,,,
8957,13704783248,,,,
76360,116835687040,,,,
14149,21648875536,,,,
38660,59152274240,,,,
84925,129940685200,,,,
40434,61866607776,,,,
82687,126516401968,,,,
31629,48394394256,,,,
63956,97856773184,,,,
92273,141183595472,,,,
42808,65498979712,,,,
67896,103885225344,,,,
53760,82256240640,,,,
53431,81752849584,,,,
31807,48666745648,,,,
36151,55313343664,,,,
11177,17101525328,,,,
41478,63463994592,,,,
40113,61375457232,,,,
10274,15719877536,,,,
14219,21755980016,,,,
12160,18605578240,,,,
60963,93277291632,,,,
37023,56647559472,,,,
28924,44255571136,,,,
53356,81638094784,,,,
79263,121277462832,,,,
98324,150442012736,,,,
38711,59230307504,,,,
36372,55651487808,,,,
93668,143318034752,,,,
56841,86970367824,,,,
11932,18256723648,,,,
63059,96484305776,,,,
53953,82551542992,,,,
24109,36888312976,,,,
6300,9639403200,,,,
96929,148307573456,,,,
99789,152683556496,,,,
87923,134527817072,,,,
20880,31947736320,,,,
14940,22859156160,,,,
95490,146105811360,,,,
11432,17491691648,,,,
41080,62855029120,,,,
36978,56578706592,,,,
85808,131291731712,,,,
36310,55556623840,,,,
34547,52859121008,,,,
93579,143181859056,,,,
88606,135572850784,,,,
35196,53852132544,,,,
19064,29169140096,,,,
74779,114416655856,,,,
90275,138126527600,,,,
64474,98649346336,,,,
28563,43703218032,,,,
57835,88491251440,,,,
48121,73628209744,,,,
14765,22591394960,,,,
11824,18091476736,,,,
97618,149361787552,,,,
57090,87351353760,,,,
53000,81093392000,,,,
12002,18363828128,,,,
18595,28451540080,,,,
97764,149585176896,,,,
98589,150847479696,,,,
25787,39455760368,,,,
7490,11460179360,,,,
72429,110821005456,,,,
25620,39200239680,,,,
27326,41810528864,,,,
62529,95673371856,,,,
6455,9876563120,,,,
91644,140221185216,,,,
61397,93941339408,,,,
34957,53486447248,,,,
27507,42087470448,,,,
89414,136809142496,,,,
23521,35988635344,,,,
10892,16665457088,,,,
80054,122487743456,,,,
48111,73612909104,,,,
5266,8057317024,,,,
75292,115201578688,,,,
82988,126976951232,,,,
19119,29253293616,,,,
27956,42774469184,,,,
81652,124932785728,,,,
63940,97832292160,,,,
81183,124215185712,,,,
87296,133568466944,,,,
49793,76186476752,,,,
11370,17396827680,,,,
84884,129877952576,,,,
21755,33286542320,,,,
95825,146618382800,,,,
68787,105248512368,,,,
87971,134601260144,,,,
19784,30270786176,,,,
60136,92011928704,,,,
52949,81015358736,,,,
50664,77519162496,,,,
44524,68124569536,,,,
53884,82445968576,,,,
41227,63079948528,,,,
24888,38080232832,,,,
31136,47640072704,,,,
91388,139829488832,,,,
90804,138935931456,,,,
22076,33777692864,,,,
64257,98317322448,,,,
40549,62042565136,,,,
93499,143059453936,,,,
93690,143351696160,,,,
68719,105144468016,,,,
16648,25472505472,,,,
76368,116847927552,,,,
87706,134195793184,,,,
61153,93568003792,,,,
93956,143758693184,,,,
41844,64023998016,,,,
34899,53397703536,,,,
93595,143206340080,,,,
45270,69265997280,,,,
72340,110684829760,,,,
5056,7736003584,,,,
68723,105150588272,,,,
37219,56947452016,,,,
87379,133695462256,,,,
46856,71692678784,,,,
14299,21878385136,,,,
13251,20274878064,,,,
25682,39295103648,,,,
9113,13943473232,,,,
49661,75984508304,,,,
49629,75935546256,,,,
63171,96655672944,,,,
51237,78395889168,,,,
32322,49454728608,,,,
22048,33734851072,,,,
61225,93678168400,,,,
47006,71922188384,,,,
29235,44731421040,,,,
39588,60572173632,,,,
13130,20089740320,,,,
72890,111526364960,,,,
17986,27519731104,,,,
53664,82109354496,,,,
73417,112332708688,,,,
87457,133814807248,,,,
76466,116997873824,,,,
67879,103859214256,,,,
93422,142941639008,,,,
22160,33906218240,,,,
70587,108002627568,,,,
90232,138060734848,,,,
95177,145626901328,,,,
24778,37911925792,,,,
32239,49327733296,,,,
12524,19162521536,,,,
90658,138712542112,,,,
68539,104869056496,,,,
10641,16281411024,,,,
62966,96342009824,,,,
64597,98837544208,,,,
80619,123352229616,,,,
36768,56257393152,,,,
57229,87564032656,,,,
11139,17043382896,,,,
71991,110150837424,,,,
6235,9539949040,,,,
84988,130037079232,,,,
73320,112184292480,,,,
34529,52831579856,,,,
56653,86682715792,,,,
34510,52802508640,,,,
48426,74094879264,,,,
72844,111455982016,,,,
52273,79981035472,,,,
35069,53657814416,,,,
23666,36210494624,,,,
99252,151861912128,,,,
36060,55174107840,,,,
95450,146044608800,,,,
65876,100794496064,,,,
19973,30559968272,,,,
49541,75800900624,,,,
23619,36138581616,,,,
83436,127662419904,,,,
84091,128664611824,,,,
37571,57486034544,,,,
43892,67157569088,,,,
74907,114612504048,,,,
88282,135077110048,,,,
58977,90238584528,,,,
81729,125050600656,,,,
98812,151188683968,,,,
39403,60289111792,,,,
73537,112516316368,,,,
58873,90079457872,,,,
7537,11532092368,,,,
92134,140970916576,,,,
14730,22537842720,,,,
24090,36859241760,,,,
49411,75601992304,,,,
46421,71027100944,,,,
39339,60191187696,,,,
76187,116570985968,,,,
89322,136668376608,,,,
34814,53267648096,,,,
33789,51699332496,,,,
37680,57652811520,,,,
86294,132035342816,,,,
47551,72756073264,,,,
32376,49537352064,,,,
24611,37656405104,,,,
69644,106559777216,,,,
7570,11582584480,,,,
69192,105868188288,,,,
62345,95391840080,,,,
22350,34196930400,,,,
49162,75221006368,,,,
15166,23204950624,,,,
95116,145533567424,,,,
80647,123395071408,,,,
18291,27986400624,,,,
22573,34538134672,,,,
54892,83988273088,,,,
77693,118875262352,,,,
33263,50894518832,,,,
44055,67406969520,,,,
46124,70572671936,,,,
80994,123926003616,,,,
20267,31009807088,,,,
81541,124762948624,,,,
41020,62763225280,,,,
60297,92258269008,,,,
71837,109915207568,,,,
35711,54640115504,,,,
77756,118971656384,,,,
71789,109841764496,,,,
90869,139035385616,,,,
91121,139420961744,,,,
22320,34151028480,,,,
28237,43204417168,,,,
72402,110779693728,,,,
22456,34359117184,,,,
81092,124075949888,,,,
95903,146737727792,,,,
28436,43508899904,,,,
10314,15781080096,,,,
67141,102730027024,,,,
96165,147138604560,,,,
37398,57221333472,,,,
11817,18080766288,,,,
18775,28726951600,,,,
31360,47982807040,,,,
59745,91413673680,,,,
25100,38404606400,,,,
15938,24386160032,,,,
33425,51142389200,,,,
48799,74665593136,,,,
10147,15525559408,,,,
93981,143796944784,,,,
23022,35225133408,,,,
26455,40477843120,,,,
88092,134786397888,,,,
95109,145522856976,,,,
58086,88875297504,,,,
7151,10941487664,,,,
27363,41867141232,,,,
92609,141697696976,,,,
79644,121860417216,,,,
71609,109566352976,,,,
80374,122977363936,,,,
87130,133314476320,,,,
71738,109763731232,,,,
22806,34894639584,,,,
41613,63670553232,,,,
18925,28956461200,,,,
9920,15178234880,,,,
19905,30455923920,,,,
56996,87207527744,,,,
42777,65451547728,,,,
62565,95728454160,,,,
87402,133730653728,,,,
83611,127930181104,,,,
61616,94276423424,,,,
63273,96811739472,,,,
79481,121611016784,,,,
57855,88521852720,,,,
99239,151842021296,,,,
42908,65651986112,,,,
30273,46319627472,,,,
22992,35179231488,,,,
68834,105320425376,,,,
7084,10838973376,,,,
56600,86601622400,,,,
29242,44742131488,,,,
92166,141019878624,,,,
11031,16878135984,,,,
29565,45236342160,,,,
24614,37660995296,,,,
6322,9673064608,,,,
53937,82527061968,,,,
52193,79858630352,,,,
32356,49506750784,,,,
59170,90533886880,,,,
81120,124118791680,,,,
96466,147599153824,,,,
21615,33072333360,,,,
66010,100999524640,,,,
11890,18192460960,,,,
54607,83552204848,,,,
62839,96147691696,,,,
39478,60403866592,,,,
51940,79471524160,,,,
56394,86286429216,,,,
87697,134182022608,,,,
78390,119941716960,,,,
27476,42040038464,,,,
51607,78962012848,,,,
97773,149598947472,,,,
62930,96286927520,,,,
18635,28512742640,,,,
73442,112370960288,,,,
38292,58589210688,,,,
7659,11718760176,,,,
36771,56261983344,,,,
57984,88719230976,,,,
80491,123156381424,,,,
52370,80129451680,,,,
88190,134936344160,,,,
31670,48457126880,,,,
17227,26358412528,,,,
31560,48288819840,,,,
18677,28577005328,,,,
16528,25288897792,,,,
59621,91223945744,,,,
48003,73447662192,,,,
28681,43883765584,,,,
18165,27793612560,,,,
20409,31227076176,,,,
44718,68421401952,,,,
71365,109193017360,,,,
86454,132280153056,,,,
58092,88884477888,,,,
64981,99425088784,,,,
26212,40106037568,,,,
61041,93396636624,,,,
69267,105982943088,,,,
76276,116707161664,,,,
14396,22026801344,,,,
38550,58983967200,,,,
26127,39975982128,,,,
82313,125944158032,,,,
14931,22845385584,,,,
34871,53354861744,,,,
15539,23775664496,,,,
82358,126013010912,,,,
14701,22493470864,,,,
69106,105736602784,,,,
37674,57643631136,,,,
43685,66840845840,,,,
88249,135026617936,,,,
17741,27144865424,,,,
72023,110199799472,,,,
85853,131360584592,,,,
45031,68900311984,,,,
49061,75066469904,,,,
9543,14601400752,,,,
7308,11181707712,,,,
49946,76420576544,,,,
16464,25190973696,,,,
35503,54321862192,,,,
22175,33929169200,,,,
44423,67970033072,,,,
79616,121817575424,,,,
79724,121982822336,,,,
79517,121666099088,,,,
70026,107144261664,,,,
16041,24543756624,,,,
18040,27602354560,,,,
78073,119456686672,,,,
80024,122441841536,,,,
63694,97455896416,,,,
63271,96808679344,,,,
25113,38424497232,,,,
49771,76152815344,,,,
31967,48911555888,,,,
5908,9039618112,,,,
82007,125475958448,,,,
64164,98175026496,,,,
19710,30157561440,,,,
14154,21656525856,,,,
87607,134044316848,,,,
55389,84748714896,,,,
20701,31673854864,,,,
71452,109326132928,,,,
22649,34654419536,,,,
73666,112713694624,,,,
13975,21382644400,,,,
79233,121231560912,,,,
70001,107106010064,,,,
69660,106584258240,,,,
76027,116326175728,,,,
85243,130427245552,,,,
17947,27460058608,,,,
87343,133640379952,,,,
79749,122021073936,,,,
95509,146134882576,,,,
57678,88251031392,,,,
67046,102584670944,,,,
10885,16654746640,,,,
57971,88699340144,,,,
21918,33535942752,,,,
97245,148791073680,,,,
65855,100762364720,,,,
70324,107600220736,,,,
74502,113992828128,,,,
42910,65655046240,,,,
91890,140597580960,,,,
72532,110978602048,,,,
78012,119363352768,,,,
45130,69051788320,,,,
33278,50917469792,,,,
95658,146362862112,,,,
59106,90435962784,,,,
81317,124420214288,,,,
42849,65561712336,,,,
40795,62418960880,,,,
50608,77433478912,,,,
70930,108527439520,,,,
33822,51749824608,,,,
93483,143034972912,,,,
52589,80464535696,,,,
51710,79119609440,,,,
80282,122836598048,,,,
79604,121799214656,,,,
21317,32616374288,,,,
36726,56193130464,,,,
12077,18478582928,,,,
75896,116125737344,,,,
11501,17597266064,,,,
91105,139396480720,,,,
97734,149539274976,,,,
78934,120774071776,,,,
53523,81893615472,,,,
67848,103811782272,,,,
20719,31701396016,,,,
83706,128075537184,,,,
82189,125754430096,,,,
23278,35616829792,,,,
12757,19519026448,,,,
84148,128751825472,,,,
44905,68707523920,,,,
34537,52843820368,,,,
39056,59758179584,,,,
16653,25480155792,,,,
89853,137480840592,,,,
14075,21535650800,,,,
94773,145008755472,,,,
15354,23492602656,,,,
36021,55114435344,,,,
93176,142565243264,,,,
25598,39166578272,,,,
42087,64395803568,,,,
89114,136350123296,,,,
43838,67074945632,,,,
91839,140519547696,,,,
92575,141645674800,,,,
33313,50971022032,,,,
43220,66129366080,,,,
11313,17309614032,,,,
61364,93890847296,,,,
42288,64703346432,,,,
63324,96889772736,,,,
93334,142806993376,,,,
30228,46250774592,,,,
59148,90500225472,,,,
14845,22713800080,,,,
80310,122879439840,,,,
89033,136226188112,,,,
53819,82346514416,,,,
63669,97417644816,,,,
98226,150292066464,,,,
96447,147570082608,,,,
80842,123693433888,,,,
91578,140120200992,,,,
75397,115362235408,,,,
85707,131137195248,,,,
67950,103967848800,,,,
68733,105165888912,,,,
8996,13764455744,,,,
63367,96955565488,,,,
34579,52908083056,,,,
68141,104260091024,,,,
28848,44139286272,,,,
65201,99761702864,,,,
8070,12347616480,,,,
7041,10773180624,,,,
53739,82224109296,,,,
93776,143483281664,,,,
15996,24474903744,,,,
73511,112476534704,,,,
46971,71868636144,,,,
85582,130945937248,,,,
26469,40499264016,,,,
21987,33641517168,,,,
24764,37890504896,,,,
32596,49873966144,,,,
84355,129068548720,,,,
11971,18316396144,,,,
42330,64767609120,,,,
54664,83639418496,,,,
97910,149808566240,,,,
79546,121710470944,,,,
77371,118382581744,,,,
60687,92854993968,,,,
28355,43384964720,,,,
57011,87230478704,,,,
92341,141287639824,,,,
68759,105205670576,,,,
89193,136470998352,,,,
67698,103582272672,,,,
33039,50551784496,,,,
11756,17987432384,,,,
41884,64085200576,,,,
12708,19444053312,,,,
29498,45133827872,,,,
7035,10764000240,,,,
50369,77067793616,,,,
26731,40900140784,,,,
19055,29155369520,,,,
27775,42497527600,,,,
86755,132740702320,,,,
75858,116067594912,,,,
23687,36242625968,,,,
93793,143509292752,,,,
66827,102249586928,,,,
43062,65887615968,,,,
43687,66843905968,,,,
93096,142442838144,,,,
41399,63343119536,,,,
36115,55258261360,,,,
61503,94103526192,,,,
86422,132231191008,,,,
30001,45903450064,,,,
39768,60847585152,,,,
95106,145518266784,,,,
69933,107001965712,,,,
9549,14610581136,,,,
65245,99829025680,,,,
10236,15661735104,,,,
19243,29443021552,,,,
31640,48411224960,,,,
16782,25677534048,,,,
41840,64017877760,,,,
52469,80280928016,,,,
18557,28393397648,,,,
22898,35035405472,,,,
69305,106041085520,,,,
12870,19691923680,,,,
58168,89000762752,,,,
37295,57063736880,,,,
50889,77863426896,,,,
91443,139913642352,,,,
32672,49990251008,,,,
26013,39801554832,,,,
53274,81512629536,,,,
72960,111633469440,,,,
47122,72099675808,,,,
70925,108519789200,,,,
15171,23212600944,,,,
53366,81653395424,,,,
79471,121595716144,,,,
50769,77679819216,,,,
46809,71620765776,,,,
35802,54779351328,,,,
68602,104965450528,,,,
38602,59063530528,,,,
22475,34388188400,,,,
39233,60029000912,,,,
93058,142384695712,,,,
90983,139209812912,,,,
71520,109430177280,,,,
76146,116508253344,,,,
53892,82458209088,,,,
37764,57781336896,,,,
49140,75187344960,,,,
21969,33613976016,,,,
75156,114993489984,,,,
23737,36319129168,,,,
82646,126453669344,,,,
15435,23616537840,,,,
17004,26017208256,,,,
82177,125736069328,,,,
57210,87534961440,,,,
48776,74630401664,,,,
7731,11828924784,,,,
40645,62189451280,,,,
68760,105207200640,,,,
36358,55630066912,,,,
85150,130284949600,,,,
40038,61260702432,,,,
36344,55608646016,,,,
17522,26809781408,,,,
25035,38305152240,,,,
46511,71164806704,,,,
54496,83382367744,,,,
63420,97036658880,,,,
26415,40416640560,,,,
78289,119787180496,,,,
15227,23298284528,,,,
52340,80083549760,,,,
27242,41682003488,,,,
43401,66406307664,,,,
53842,82381705888,,,,
82798,126686239072,,,,
88760,135808480640,,,,
82844,126756622016,,,,
12569,19231374416,,,,
75567,115622346288,,,,
7378,11288812192,,,,
77590,118717665760,,,,
84952,129981996928,,,,
69979,107072348656,,,,
57804,88443819456,,,,
42636,65235808704,,,,
93348,142828414272,,,,
94651,144822087664,,,,
61338,93851065632,,,,
19917,30474284688,,,,
68868,105372447552,,,,
42469,64980288016,,,,
67168,102771338752,,,,
37813,57856310032,,,,
22663,34675840432,,,,
63794,97608902816,,,,
40930,62625519520,,,,
53765,82263890960,,,,
95096,145502966144,,,,
77983,119318980912,,,,
36096,55229190144,,,,
11324,17326444736,,,,
30248,46281375872,,,,
42528,65070561792,,,,
89495,136933077680,,,,
84459,129227675376,,,,
97457,149115447248,,,,
38280,58570849920,,,,
49424,75621883136,,,,
90281,138135707984,,,,
91240,139603039360,,,,
16403,25097639792,,,,
39100,59825502400,,,,
92976,142259230464,,,,
49718,76071721952,,,,
83727,128107668528,,,,
29748,45516343872,,,,
97418,149055774752,,,,
90754,138859428256,,,,
35283,53985248112,,,,
88443,135323450352,,,,
48658,74449854112,,,,
64515,98712078960,,,,
30878,47245316192,,,,
11842,18119017888,,,,
37234,56970402976,,,,
10331,15807091184,,,,
85075,130170194800,,,,
38648,59133913472,,,,
8721,13343688144,,,,
88965,136122143760,,,,
87121,133300705744,,,,
25728,39365486592,,,,
81681,124977157584,,,,
80175,122672881200,,,,
6913,10577332432,,,,
22383,34247422512,,,,
47103,72070604592,,,,
61708,94417189312,,,,
22384,34248952576,,,,
66228,101333078592,,,,
38738,59271619232,,,,
34315,52504146160,,,,
73571,112568338544,,,,
85783,131253480112,,,,
58460,89447541440,,,,
82928,126885147392,,,,
24749,37867553936,,,,
73047,111766585008,,,,
16593,25388351952,,,,
9019,13799647216,,,,
75245,115129665680,,,,
40976,62695902464,,,,
85779,131247359856,,,,
14404,22039041856,,,,
65954,100913841056,,,,
14205,21734559120,,,,
67071,102622922544,,,,
87766,134287597024,,,,
12537,19182412368,,,,
58193,89039014352,,,,
23969,36674104016,,,,
17212,26335461568,,,,
77037,117871540368,,,,
38109,58309208976,,,,
92409,141391684176,,,,
24319,37209626416,,,,
38828,59409324992,,,,
50879,77848126256,,,,
59421,90917932944,,,,
16682,25524527648,,,,
37955,58073579120,,,,
76579,117170771056,,,,
98829,151214695056,,,,
54702,83697560928,,,,
93738,143425139232,,,,
92784,141965458176,,,,
19074,29184440736,,,,
66042,101048486688,,,,
44509,68101618576,,,,
33020,50522713280,,,,
78578,120229368992,,,,
90654,138706421856,,,,
99944,152920716416,,,,
8861,13557897104,,,,
23359,35740764976,,,,
79010,120890356640,,,,
58762,89909620768,,,,
48724,74550838336,,,,
85750,131202988000,,,,
90803,138934401392,,,,
36377,55659138128,,,,
44142,67540085088,,,,
44256,67714512384,,,,
53799,82315913136,,,,
73143,111913471152,,,,
59981,91774768784,,,,
85244,130428775616,,,,
72915,111564616560,,,,
70502,107872572128,,,,
18887,28898318768,,,,
23801,36417053264,,,,
99033,151526828112,,,,
90137,137915378768,,,,
26113,39954561232,,,,
74228,113573590592,,,,
35791,54762520624,,,,
82644,126450609216,,,,
18304,28006291456,,,,
71010,108649844640,,,,
37336,57126469504,,,,
94720,144927662080,,,,
22380,34242832320,,,,
64424,98572843136,,,,
37183,56892369712,,,,
84557,129377621648,,,,
24450,37410064800,,,,
54273,83041163472,,,,
49677,76008989328,,,,
59558,91127551712,,,,
42980,65762150720,,,,
28059,42932065776,,,,
42606,65189906784,,,,
22435,34326985840,,,,
55935,85584129840,,,,
81508,124712456512,,,,
51665,79050756560,,,,
7613,11648377232,,,,
34457,52721415248,,,,
24437,37390173968,,,,
32055,49046201520,,,,
39117,59851513488,,,,
66764,102153192896,,,,
45515,69640862960,,,,
59930,91696735520,,,,
13897,21263299408,,,,
96305,147352813520,,,,
11719,17930820016,,,,
90610,138639099040,,,,
72929,111586037456,,,,
34130,52221084320,,,,
37255,57002534320,,,,
28644,43827153216,,,,
24820,37976188480,,,,
82603,126387876592,,,,
7329,11213839056,,,,
83665,128012804560,,,,
27592,42217525888,,,,
91816,140484356224,,,,
8044,12307834816,,,,
79469,121592656016,,,,
94338,144343177632,,,,
64308,98395355712,,,,
17068,26115132352,,,,
38546,58977846944,,,,
8733,13362048912,,,,
88938,136080832032,,,,
77694,118876792416,,,,
25791,39461880624,,,,
79189,121164238096,,,,
14324,21916636736,,,,
91212,139560197568,,,,
94655,144828207920,,,,
36952,56538924928,,,,
8989,13753745296,,,,
18375,28114926000,,,,
25675,39284393200,,,,
13848,21188326272,,,,
57174,87479879136,,,,
69351,106111468464,,,,
17203,26321690992,,,,
34152,52254745728,,,,
22554,34509063456,,,,
65162,99702030368,,,,
93182,142574423648,,,,
10292,15747418688,,,,
10707,16382395248,,,,
77336,118329029504,,,,
17421,26655244944,,,,
67540,103340522560,,,,
26527,40588007728,,,,
57888,88572344832,,,,
67287,102953416368,,,,
66712,102073629568,,,,
37153,56846467792,,,,
93975,143787764400,,,,
51909,79424092176,,,,
56874,87020859936,,,,
96360,147436967040,,,,
58841,90030495824,,,,
20077,30719094928,,,,
50305,76969869520,,,,
59357,90820008848,,,,
38462,58849321568,,,,
65919,100860288816,,,,
43535,66611336240,,,,
12408,18985034112,,,,
73552,112539267328,,,,
35853,54857384592,,,,
63593,97301359952,,,,
